ID,Ground Truth,Noised Signal,Model Output
4900,0.676721787,2.236961871,0.874708772
4901,0.675332808,-0.133981981,0.867310703
4902,0.67394143,0.188594694,0.862149179
4903,0.672547657,2.218883303,0.871217608
4904,0.671151494,2.303492991,0.880511105
4905,0.669752947,1.877151671,0.886646211
4906,0.66835202,0.110917161,0.880964875
4907,0.666948719,1.018439541,0.881391883
4908,0.665543047,0.879977454,0.880886614
4909,0.664135011,2.016983259,0.887928843
4910,0.662724616,0.811269718,0.886889458
4911,0.661311865,0.539270643,0.884061813
4912,0.659896765,0.524142996,0.881150484
4913,0.658479321,-0.198303509,0.873352289
4914,0.657059536,1.247617011,0.875457644
4915,0.655637417,0.552778868,0.872795701
4916,0.654212969,1.187780682,0.874504626
4917,0.652786196,1.380090443,0.877483487
4918,0.651357104,0.828857581,0.876682401
4919,0.649925697,0.480006566,0.873515129
4920,0.648491981,0.429109517,0.870014489
4921,0.647055962,-0.243511409,0.861817479
4922,0.645617643,0.291946735,0.857396722
4923,0.64417703,2.119901452,0.865955949
4924,0.642734128,0.736817976,0.864651322
4925,0.641288943,1.710492726,0.870136082
4926,0.639841479,2.228966756,0.878970861
4927,0.638391742,-0.177491497,0.871299624
4928,0.636939736,0.770781308,0.870172501
4929,0.635485468,0.165115262,0.864845932
4930,0.634028941,1.335372504,0.867730796
4931,0.632570162,1.464378449,0.87144053
4932,0.631109135,1.678671189,0.876516461
4933,0.629645866,0.93981724,0.876479626
4934,0.62818036,0.86159819,0.875912547
4935,0.626712621,0.657805839,0.873964906
4936,0.625242656,1.642118977,0.878724694
4937,0.62377047,1.001925861,0.87907511
4938,0.622296067,0.769617869,0.877855301
4939,0.620819453,-0.09675205,0.870732427
4940,0.619340633,1.983841053,0.877893925
4941,0.617859613,1.405097077,0.880965173
4942,0.616376398,1.011748771,0.881347477
4943,0.614890992,1.588275474,0.88555336
4944,0.613403402,0.509328483,0.882534504
4945,0.611913632,0.9357252,0.882386506
4946,0.610421688,0.087440754,0.876538754
4947,0.608927575,0.158315653,0.871166825
4948,0.607431299,0.227178579,0.866273046
4949,0.605932864,1.846392675,0.872643352
4950,0.604432277,0.547023628,0.869961202
4951,0.602929542,0.112461694,0.8642658
4952,0.601424664,-0.531735441,0.853954971
4953,0.59991765,0.371776943,0.85013622
4954,0.598408504,-0.053341823,0.843201041
4955,0.596897232,1.241247477,0.845873535
4956,0.59538384,1.152628448,0.847843289
4957,0.593868332,1.185455568,0.850014091
4958,0.592350713,1.262110097,0.852696657
4959,0.59083099,-0.447333287,0.842863202
4960,0.589309168,0.490212838,0.83997941
4961,0.587785252,0.196664486,0.834904194
4962,0.586259248,0.010511175,0.828411341
4963,0.58473116,0.596559267,0.826452732
4964,0.583200995,1.387635037,0.830596983
4965,0.581668758,0.274647268,0.826140761
4966,0.580134454,1.573981475,0.831713796
4967,0.578598089,-0.138038693,0.824065149
4968,0.577059668,0.964935928,0.825008392
4969,0.575519197,0.306429937,0.820820451
4970,0.573976681,1.527618321,0.826181769
4971,0.572432126,1.062655377,0.827842295
4972,0.570885536,-0.955980539,0.813725233
4973,0.569336919,2.014518006,0.823079348
4974,0.567786278,1.193631021,0.825808883
4975,0.56623362,1.724297809,0.83253479
4976,0.56467895,1.631788208,0.838366807
4977,0.563122274,1.081756227,0.839951932
4978,0.561563597,0.948002629,0.840513706
4979,0.560002925,0.943320762,0.841031551
4980,0.558440263,0.83662324,0.840748191
4981,0.556875616,-0.288833077,0.831994116
4982,0.555308992,0.65557139,0.83045274
4983,0.553740394,0.149870428,0.825032532
4984,0.552169829,0.504393011,0.822388768
4985,0.550597301,0.7831987,0.821945131
4986,0.549022818,0.135181018,0.816419601
4987,0.547446384,-0.250224342,0.807806551
4988,0.545868005,0.361506341,0.804144025
4989,0.544287686,1.96181069,0.813421786
4990,0.542705433,0.593075925,0.811580718
4991,0.541121252,2.013704599,0.821004987
4992,0.539535149,1.105673809,0.82309413
4993,0.537947128,0.63114921,0.821456194
4994,0.536357196,0.936540398,0.82222116
4995,0.534765358,0.601454052,0.820359707
4996,0.533171621,0.32648366,0.816350043
4997,0.531575989,1.596267518,0.822366238
4998,0.529978468,0.6475093,0.820863545
4999,0.528379064,0.63419922,0.819272459
5000,0.526777783,0.141318629,0.813798785
5001,0.52517463,0.978373487,0.815018177
5002,0.523569611,0.762613115,0.814508438
5003,0.521962732,0.318560337,0.810463727
5004,0.520353998,0.994235911,0.811866224
5005,0.518743416,0.242851674,0.807223737
5006,0.51713099,-0.100611929,0.799788475
5007,0.515516727,0.308260227,0.795733154
5008,0.513900632,0.644181875,0.794496775
5009,0.512282712,1.329083579,0.798941076
5010,0.510662971,0.690909171,0.798053443
5011,0.509041416,1.631740784,0.804875255
5012,0.507418052,0.917944583,0.80575788
5013,0.505792885,1.318743802,0.809852719
5014,0.504165921,1.955633245,0.818883359
5015,0.502537166,-0.529297356,0.808042526
5016,0.500906625,0.683820753,0.806988299
5017,0.499274305,0.926851439,0.807908654
5018,0.49764021,1.431782947,0.812854648
5019,0.496004348,0.507121523,0.810331106
5020,0.494366723,-0.943222953,0.795984507
5021,0.492727342,0.550683463,0.793968737
5022,0.491086209,0.106244046,0.788246512
5023,0.489443332,0.550214056,0.786302686
5024,0.487798716,0.846661483,0.786888123
5025,0.486152367,-0.505248914,0.775922835
5026,0.484504291,0.61609803,0.774675548
5027,0.482854493,1.702211214,0.782786131
5028,0.481202979,0.882924087,0.783734024
5029,0.479549756,0.32623336,0.779919982
5030,0.477894829,-0.570303994,0.768320382
5031,0.476238204,0.858965911,0.76929462
5032,0.474579886,1.572600915,0.776454389
5033,0.472919883,0.72171894,0.776114225
5034,0.471258199,-0.68564614,0.763454318
5035,0.469594841,-0.336053738,0.753816605
5036,0.467929814,0.969985857,0.756027699
5037,0.466263125,0.53208881,0.754257262
5038,0.464594779,1.163220792,0.758195341
5039,0.462924782,0.028998395,0.751855493
5040,0.461253141,0.580432907,0.750569999
5041,0.459579861,1.214936565,0.755055368
5042,0.457904947,0.921360556,0.756806731
5043,0.456228407,0.466598468,0.754436851
5044,0.454550246,0.904544125,0.756047666
5045,0.45287047,0.840404713,0.757054806
5046,0.451189084,0.624898181,0.756109536
5047,0.449506096,0.270369833,0.751968503
5048,0.44782151,-0.26290907,0.742950082
5049,0.446135334,0.368006868,0.739798725
5050,0.444447572,1.18485617,0.744254172
5051,0.442758231,0.999299927,0.746911526
5052,0.441067317,-0.053799885,0.739823163
5053,0.439374836,-0.007693624,0.733173609
5054,0.437680793,-0.133223325,0.725338578
5055,0.435985196,1.799421082,0.73590672
5056,0.434288049,1.987585114,0.747847557
5057,0.43258936,0.216908193,0.743263602
5058,0.430889133,0.378657981,0.740208626
5059,0.429187375,1.096471792,0.743840694
5060,0.427484093,0.430208202,0.741258681
5061,0.425779292,0.794526947,0.742082298
5062,0.424072977,0.412978546,0.739356518
5063,0.422365156,0.995302121,0.742071152
5064,0.420655835,-0.430281058,0.731443167
5065,0.418945018,0.189771233,0.726692438
5066,0.417232714,0.237211033,0.722423196
5067,0.415518926,0.926924823,0.724813581
5068,0.413803663,0.409097577,0.722209573
5069,0.412086929,0.517402245,0.720674098
5070,0.410368731,-0.242055067,0.711773396
5071,0.408649075,-0.026643082,0.70499599
5072,0.406927967,0.16284626,0.700130224
5073,0.405205413,0.14798923,0.69514358
5074,0.403481419,-0.408138636,0.684510648
5075,0.401755992,0.214494133,0.680303633
5076,0.400029137,0.728671707,0.681448281
5077,0.398300861,0.907666516,0.684412837
5078,0.39657117,0.42050665,0.682329774
5079,0.39484007,0.775327221,0.683920979
5080,0.393107567,1.733610238,0.695215106
5081,0.391373667,1.460512104,0.703436852
5082,0.389638376,-0.040589036,0.696539521
5083,0.387901702,0.559132571,0.695724607
5084,0.386163648,0.788540795,0.697226822
5085,0.384424223,1.38876739,0.704682112
5086,0.382683432,0.650635785,0.704671502
5087,0.380941282,0.554403186,0.703706741
5088,0.379197777,0.207203495,0.699292123
5089,0.377452926,0.763117995,0.700481594
5090,0.375706733,0.20305439,0.696046591
5091,0.373959206,0.530183844,0.694946408
5092,0.372210349,0.244464373,0.690968633
5093,0.370460171,-0.793618507,0.676329017
5094,0.368708676,1.248876068,0.682908058
5095,0.366955871,0.348880857,0.680101693
5096,0.365201762,-0.362203976,0.669902325
5097,0.363446355,1.37167898,0.677913785
5098,0.361689658,-0.360667281,0.667725921
5099,0.359931675,-0.519155936,0.655820906
5100,0.358172413,1.277822564,0.663213968
5101,0.356411879,0.908450999,0.666534185
5102,0.354650078,1.35218315,0.674432397
5103,0.352887017,1.198141251,0.680534899
5104,0.351122703,1.30771254,0.687611222
5105,0.34935714,0.321828522,0.684482753
5106,0.347590337,0.421526645,0.682409286
5107,0.345822298,0.387483891,0.680006564
5108,0.344053031,0.463958903,0.678421021
5109,0.342282542,-0.035555974,0.671646476
5110,0.340510836,0.546342669,0.671022415
5111,0.33873792,0.924401421,0.67435962
5112,0.336963801,0.05760466,0.668579578
5113,0.335188485,0.459051585,0.667076111
5114,0.333411977,0.957505129,0.670836926
5115,0.331634285,0.818934926,0.673076987
5116,0.329855415,0.633175637,0.673341274
5117,0.328075373,1.159826367,0.679073811
5118,0.326294165,1.723571541,0.690424562
5119,0.324511797,0.224984204,0.686281562
5120,0.322728277,0.85511763,0.688620329
5121,0.32094361,0.626109239,0.688589454
5122,0.319157802,1.127113595,0.693639815
5123,0.317370861,-0.20877156,0.685046673
5124,0.315582792,0.665482506,0.685469389
5125,0.313793602,0.700009033,0.686239123
5126,0.312003297,0.670844022,0.686699033
5127,0.310211883,1.213882583,0.692670107
5128,0.308419367,1.270799055,0.699068546
5129,0.306625755,0.900344728,0.701630235
5130,0.304831054,0.46382942,0.699799001
5131,0.30303527,0.046174229,0.693786621
5132,0.301238409,0.536493379,0.692777872
5133,0.299440477,0.432118365,0.690723479
5134,0.297641482,-0.540082029,0.678710341
5135,0.295841429,-0.519624907,0.666849077
5136,0.294040325,-0.597614102,0.654096365
5137,0.292238177,1.367048738,0.662481666
5138,0.290434989,0.325308846,0.659625292
5139,0.288630771,-0.020362065,0.653083026
5140,0.286825526,0.748089509,0.65487808
5141,0.285019262,0.421275077,0.653131545
5142,0.283211986,0.181289614,0.648807645
5143,0.281403704,-0.009792718,0.642428756
5144,0.279594421,0.538881694,0.642116547
5145,0.277784145,0.712769076,0.643710971
5146,0.275972883,0.927395518,0.647614717
5147,0.274160639,-0.087810389,0.640385509
5148,0.272347422,0.313805851,0.637624383
5149,0.270533237,0.853957202,0.640843749
5150,0.26871809,1.421184114,0.650169611
5151,0.266901989,0.943681092,0.654121101
5152,0.26508494,0.499593162,0.653227329
5153,0.263266949,0.869547285,0.656323552
5154,0.261448022,0.430465496,0.654659033
5155,0.259628166,0.201594671,0.650543094
5156,0.257807388,0.457059365,0.649234414
5157,0.255985694,0.880556735,0.652524352
5158,0.25416309,0.647252257,0.653243423
5159,0.252339584,-0.098461428,0.645878613
5160,0.250515181,-0.070515112,0.638845801
5161,0.248689887,0.803019024,0.641484141
5162,0.24686371,0.625804072,0.642137349
5163,0.245036656,0.064065545,0.636606753
5164,0.243208731,-0.944818573,0.619794369
5165,0.241379943,0.473767975,0.61905992
5166,0.239550296,1.029983475,0.624608755
5167,0.237719798,-0.618849729,0.61142242
5168,0.235888456,-0.564925882,0.598816037
5169,0.234056276,0.173767484,0.594862938
5170,0.232223264,0.597975274,0.595912576
5171,0.230389427,0.135940722,0.591542125
5172,0.228554771,1.58887442,0.604170918
5173,0.226719303,0.580203713,0.604872823
5174,0.22488303,0.110157348,0.600127101
5175,0.223045958,-0.072019126,0.593289077
5176,0.221208093,0.834098391,0.597119868
5177,0.219369442,0.414559452,0.595997334
5178,0.217530012,0.015703576,0.590213656
5179,0.215689809,0.058467779,0.584976077
5180,0.213848839,-0.275259957,0.575793862
5181,0.21200711,0.431805312,0.575153112
5182,0.210164627,0.458819548,0.57484436
5183,0.208321398,1.041425476,0.581494451
5184,0.206477429,-0.34449027,0.571490049
5185,0.204632726,0.951727451,0.577143073
5186,0.202787295,0.385020861,0.575924397
5187,0.200941145,1.108804777,0.583350062
5188,0.19909428,0.396725955,0.582192361
5189,0.197246708,0.525186893,0.58257556
5190,0.195398435,0.183168086,0.578884959
5191,0.193549468,1.281163997,0.588276386
5192,0.191699813,-0.49741683,0.57643199
5193,0.189849477,0.05952179,0.571314335
5194,0.187998467,0.029936845,0.565879703
5195,0.186146788,-0.322518281,0.556180239
5196,0.184294449,0.618043963,0.558083892
5197,0.182441454,0.831619028,0.562557697
5198,0.180587811,-0.323741661,0.552853107
5199,0.178733527,0.799255736,0.557031631
5200,0.176878607,0.105658339,0.552641511
5201,0.175023059,0.564265126,0.55394268
5202,0.173166889,0.329911396,0.55234468
5203,0.171310104,0.718812948,0.555547118
5204,0.16945271,0.931109853,0.561282396
5205,0.167594714,0.92575698,0.566834509
5206,0.165736123,1.005349872,0.573228955
5207,0.163876943,0.389733897,0.572116613
5208,0.16201718,0.631973168,0.573929667
5209,0.160156842,0.116816796,0.569523215
5210,0.158295935,1.720899007,0.584379375
5211,0.156434465,-0.125810288,0.57698667
5212,0.15457244,1.585388369,0.590012848
5213,0.152709865,0.067417033,0.584882438
5214,0.150846748,-0.215572692,0.576414227
5215,0.148983094,0.32128956,0.574441135
5216,0.147118912,0.47589558,0.574347019
5217,0.145254207,-0.955486181,0.556910872
5218,0.143388985,0.671499632,0.559455335
5219,0.141523254,0.866212304,0.564322829
5220,0.139657021,-0.420165822,0.553428531
5221,0.137790291,0.842246711,0.55812192
5222,0.135923071,-0.602540337,0.544978261
5223,0.134055369,0.007406231,0.539474726
5224,0.13218719,0.351232987,0.538323402
5225,0.130318542,0.11293949,0.534200191
5226,0.12844943,-0.123450955,0.527131855
5227,0.126579862,0.817364296,0.532024622
5228,0.124709845,-0.178173526,0.524276733
5229,0.122839384,0.914179979,0.530445635
5230,0.120968487,0.495597387,0.531231105
5231,0.11909716,0.949809756,0.537703156
5232,0.11722541,1.584688809,0.551890075
5233,0.115353243,0.56437171,0.553204238
5234,0.113480667,0.711255263,0.55629909
5235,0.111607687,0.930651749,0.562013209
5236,0.109734311,0.873034933,0.566913068
5237,0.107860545,0.987226388,0.573088408
5238,0.105986396,-0.151224029,0.565447032
5239,0.10411187,0.415715647,0.564749956
5240,0.102236974,-0.465970506,0.553291738
5241,0.100361715,0.771567835,0.557123423
5242,0.098486099,0.056228857,0.5521245
5243,0.096610134,-0.881121855,0.535491228
5244,0.094733825,0.284255034,0.533550262
5245,0.092857179,-0.496516162,0.521752477
5246,0.090980204,0.085154074,0.517438293
5247,0.089102905,-0.226743172,0.50915575
5248,0.08722529,0.710333832,0.513021946
5249,0.085347365,-0.303963697,0.503765881
5250,0.083469137,0.03690602,0.499002695
5251,0.081590612,1.357099313,0.511400104
5252,0.079711797,0.738293737,0.515584111
5253,0.077832699,0.422196072,0.515654027
5254,0.075953324,0.253588437,0.513562441
5255,0.07407368,0.400837639,0.513386965
5256,0.072193772,0.501124411,0.514500022
5257,0.070313608,-0.345003942,0.504705548
5258,0.068433194,0.278146029,0.50306499
5259,0.066552537,-0.233869172,0.494776487
5260,0.064671643,-0.133391095,0.487862706
5261,0.06279052,-0.038284099,0.482260585
5262,0.060909173,0.670717348,0.48608911
5263,0.05902761,0.354008994,0.485684872
5264,0.057145837,0.779522599,0.490881085
5265,0.055263862,1.466411743,0.504905283
5266,0.05338169,0.149401377,0.501592398
5267,0.051499328,0.331456412,0.500683904
5268,0.049616783,-0.76565938,0.485423446
5269,0.047734062,-0.430711837,0.474632084
5270,0.045851172,0.08267692,0.470767975
5271,0.043968118,-0.227665403,0.462779105
5272,0.042084909,0.159421599,0.460078716
5273,0.040201549,0.246077675,0.458580554
5274,0.038318047,-0.183070546,0.451287925
5275,0.036434409,0.527885001,0.453728557
5276,0.034550641,0.40797269,0.454507113
5277,0.032666751,0.324483895,0.454143524
5278,0.030782744,0.249289511,0.452765465
5279,0.028898629,0.352005222,0.45279932
5280,0.02701441,-0.294191858,0.444036961
5281,0.025130095,0.32306203,0.443799257
5282,0.023245692,0.155818615,0.441277266
5283,0.021361205,0.995108002,0.450246215
5284,0.019476643,0.27532611,0.449273109
5285,0.017592011,1.280906596,0.461924911
5286,0.015707317,0.077653424,0.458131015
5287,0.013822567,0.120162996,0.454954445
5288,0.011937769,0.189296031,0.452752471
5289,0.010052927,0.098822754,0.449347615
5290,0.00816805,0.252051686,0.448069632
5291,0.006283144,-0.964060926,0.430122972
5292,0.004398216,1.808640027,0.450433612
5293,0.002513271,-0.573985204,0.4378528
5294,0.000628318,0.304187276,0.437442243
5295,-0.001256637,-0.287655715,0.428881884
5296,-0.003141587,0.987306965,0.438006282
5297,-0.005026527,0.802596852,0.44441849
5298,-0.006911449,0.744253354,0.449915171
5299,-0.008796346,0.988010211,0.458604753
5300,-0.010681212,-0.055405557,0.453044176
5301,-0.01256604,-0.406901201,0.442739666
5302,-0.014450823,0.550195031,0.445622683
5303,-0.016335555,0.530860131,0.448195219
5304,-0.018220229,-0.098250366,0.442149043
5305,-0.020104838,0.505369779,0.444429755
5306,-0.021989376,0.834902947,0.451157928
5307,-0.023873836,0.365285977,0.451394796
5308,-0.025758211,0.934485731,0.459331334
5309,-0.027642494,1.769534583,0.478238642
5310,-0.029526679,0.342619674,0.477791548
5311,-0.031410759,0.159403639,0.474915028
5312,-0.033294728,0.307919306,0.474051595
5313,-0.035178578,0.111268095,0.470575571
5314,-0.037062303,0.363687301,0.470515549
5315,-0.038945897,1.91920475,0.491047025
5316,-0.040829352,-0.6529444,0.477283716
5317,-0.042712662,1.444887457,0.491396368
5318,-0.044595821,0.537575363,0.493324041
5319,-0.04647882,0.865413757,0.499494135
5320,-0.048361655,0.100714851,0.495605111
5321,-0.050244318,-0.254911544,0.487086296
5322,-0.052126803,-0.477330853,0.475667238
5323,-0.054009102,-0.512407078,0.463822961
5324,-0.055891209,0.376497081,0.464030266
5325,-0.057773118,0.654246167,0.467959523
5326,-0.059654821,0.650983603,0.471776843
5327,-0.061536313,-0.400233329,0.461458981
5328,-0.063417586,0.490644208,0.463235676
5329,-0.065298633,-0.773155282,0.447896063
5330,-0.067179449,1.200395664,0.459496558
5331,-0.069060026,-0.473161144,0.448253393
5332,-0.070940357,0.629316896,0.452120304
5333,-0.072820437,-0.054861196,0.446629345
5334,-0.074700257,0.718222952,0.451731861
5335,-0.076579813,-0.075981549,0.445956588
5336,-0.078459096,-0.006219354,0.441191852
5337,-0.0803381,-0.935226811,0.42364645
5338,-0.082216819,0.167420963,0.421533346
5339,-0.084095246,-0.154861105,0.414952993
5340,-0.085973374,1.473731741,0.431099653
5341,-0.087851197,-0.212835408,0.423626423
5342,-0.089728707,1.142764814,0.435002148
5343,-0.091605899,-0.454041097,0.424153984
5344,-0.093482765,-1.482075416,0.398923993
5345,-0.095359299,0.023973322,0.395095885
5346,-0.097235494,-1.747559562,0.365958571
5347,-0.099111344,0.131973592,0.364081264
5348,-0.100986841,0.094880619,0.361692071
5349,-0.10286198,-0.183727768,0.355294466
5350,-0.104736753,1.20573009,0.369086087
5351,-0.106611154,0.533648818,0.372947574
5352,-0.108485177,0.264241801,0.372880459
5353,-0.110358813,0.198072531,0.371863604
5354,-0.112232058,0.116944682,0.369693339
5355,-0.114104904,-0.057862856,0.365029871
5356,-0.115977345,0.662450198,0.370811462
5357,-0.117849373,-0.140487288,0.364943385
5358,-0.119720983,0.364816644,0.366440058
5359,-0.121592167,-0.200458849,0.359750628
5360,-0.12346292,0.273500159,0.360004008
5361,-0.125333234,-0.953774531,0.342402816
5362,-0.127203102,-0.851399048,0.326395869
5363,-0.129072518,0.50989257,0.33060801
5364,-0.130941476,-0.131838143,0.325311899
5365,-0.132809969,0.45679455,0.328760147
5366,-0.13467799,-0.385174448,0.319742918
5367,-0.136545532,0.526547311,0.324308515
5368,-0.138412589,1.014015466,0.335962176
5369,-0.140279154,1.057249239,0.348013103
5370,-0.142145221,0.500627562,0.35174042
5371,-0.144010783,-0.69977739,0.337902248
5372,-0.145875833,0.242861765,0.338019967
5373,-0.147740364,-0.728905568,0.323847711
5374,-0.149604371,-0.431640088,0.31418997
5375,-0.151467847,0.504561194,0.318520844
5376,-0.153330784,-0.227458458,0.311946511
5377,-0.155193176,0.306781817,0.313382387
5378,-0.157055017,-0.997269356,0.295386732
5379,-0.1589163,0.707890674,0.303051233
5380,-0.160777018,-0.512787164,0.292384326
5381,-0.162637165,0.746807295,0.300681293
5382,-0.164496734,-0.951558484,0.283455491
5383,-0.166355719,0.571619329,0.289285004
5384,-0.168214113,-0.677100766,0.276279747
5385,-0.170071909,-0.566597057,0.265067577
5386,-0.1719291,-0.153110689,0.260240197
5387,-0.173785681,-0.438349675,0.251143038
5388,-0.175641644,0.674526268,0.25905782
5389,-0.177496984,-0.395031551,0.250632107
5390,-0.179351692,-0.656896947,0.23831211
5391,-0.181205764,0.993927492,0.251295269
5392,-0.183059191,0.643482206,0.258737147
5393,-0.184911968,-0.815844459,0.243914083
5394,-0.186764088,0.218142872,0.245009765
5395,-0.188615545,1.036124586,0.258511841
5396,-0.190466331,0.220330784,0.25943011
5397,-0.192316441,0.595742197,0.266016006
5398,-0.194165867,-0.211550748,0.260291696
5399,-0.196014604,-1.598456887,0.233522609
5400,-0.197862644,0.329617018,0.236469671
5401,-0.199709981,-0.393626208,0.228329197
5402,-0.201556608,-1.016571155,0.210730001
5403,-0.203402519,-0.210284805,0.205723003
5404,-0.205247708,0.039716922,0.204627618
5405,-0.207092167,0.110785469,0.204640552
5406,-0.20893589,-1.026815322,0.187129408
5407,-0.210778872,-0.661395606,0.175465003
5408,-0.212621104,-1.472579061,0.151380509
5409,-0.21446258,0.490905386,0.15803729
5410,-0.216303295,1.132443772,0.174519733
5411,-0.218143241,1.017608134,0.188961327
5412,-0.219982413,-0.482575167,0.180036947
5413,-0.221820802,0.07206428,0.179799631
5414,-0.223658403,0.053234679,0.179274604
5415,-0.22549521,-0.459575254,0.170829862
5416,-0.227331216,0.095144149,0.171079218
5417,-0.229166413,-0.107041956,0.168197289
5418,-0.231000797,-0.419107634,0.160523832
5419,-0.23283436,-1.081923428,0.142675713
5420,-0.234667095,-0.58787647,0.132726416
5421,-0.236498997,0.636419771,0.141913176
5422,-0.238330058,0.331621113,0.146239251
5423,-0.240160273,0.939070395,0.159914836
5424,-0.241989634,-0.887595695,0.145088181
5425,-0.243818136,-0.921118021,0.129934534
5426,-0.245645771,-0.250722481,0.125393853
5427,-0.247472534,1.026722158,0.140743077
5428,-0.249298417,-0.325842772,0.134886667
5429,-0.251123414,0.218757715,0.137562737
5430,-0.252947519,-1.142892378,0.119066447
5431,-0.254770726,0.935387544,0.13309145
5432,-0.256593027,-0.262587726,0.128322706
5433,-0.258414416,0.310302573,0.132513136
5434,-0.260234888,-1.005103897,0.116224602
5435,-0.262054434,-0.533512168,0.10748525
5436,-0.26387305,-0.72064712,0.095964924
5437,-0.265690728,0.150541423,0.098132536
5438,-0.267507462,-0.405041615,0.091645315
5439,-0.269323246,0.387922803,0.097558364
5440,-0.271138072,0.928477787,0.111782148
5441,-0.272951936,-0.227712973,0.10785377
5442,-0.274764829,-0.323540834,0.102493063
5443,-0.276576746,-0.082654234,0.100948259
5444,-0.278387681,-0.213707236,0.097390726
5445,-0.280197626,-0.085268118,0.095877662
5446,-0.282006576,0.255352266,0.099673554
5447,-0.283814524,-1.218266422,0.080545828
5448,-0.285621463,-0.320738298,0.07562013
5449,-0.287427388,0.364523176,0.081391081
5450,-0.289232291,-1.144383083,0.06368883
5451,-0.291036167,-0.979558389,0.048816666
5452,-0.292839008,-0.111335931,0.047590628
5453,-0.29464081,-1.2295966,0.029124156
5454,-0.296441564,-0.388757757,0.023906857
5455,-0.298241265,0.400749146,0.030924842
5456,-0.300039906,-0.444556041,0.024821088
5457,-0.301837482,0.597810759,0.034866452
5458,-0.303633984,-1.201866212,0.01704663
5459,-0.305429408,-0.333107197,0.012867004
5460,-0.307223747,-0.452757168,0.006914377
5461,-0.309016994,0.026038998,0.008394092
5462,-0.310809144,0.994541233,0.024742857
5463,-0.312600189,-0.043951619,0.024898335
5464,-0.314390123,-0.14848834,0.023442015
5465,-0.31617894,-1.079711878,0.007697895
5466,-0.317966634,-0.122071825,0.006894395
5467,-0.319753198,0.00063376,0.007984698
5468,-0.321538626,-0.804079394,-0.003271416
5469,-0.323322911,0.091441299,-0.00065048
5470,-0.325106048,-0.811779962,-0.011877969
5471,-0.32688803,0.230914318,-0.007010341
5472,-0.32866885,0.362690987,-0.000187993
5473,-0.330448502,-1.250713476,-0.018118113
5474,-0.33222698,-0.425832016,-0.023177981
5475,-0.334004278,-1.11381124,-0.038592547
5476,-0.335780389,-0.160435347,-0.039317593
5477,-0.337555307,0.103917475,-0.036029249
5478,-0.339329026,0.431358244,-0.027812704
5479,-0.341101539,-0.439956921,-0.032935396
5480,-0.34287284,-0.263457936,-0.035303429
5481,-0.344642923,0.133487518,-0.031618714
5482,-0.346411782,0.072866716,-0.02890256
5483,-0.348179409,0.557219977,-0.018851653
5484,-0.349945799,0.208939495,-0.014230326
5485,-0.351710946,-0.473759388,-0.020080745
5486,-0.353474844,-0.115848791,-0.020393059
5487,-0.355237485,-0.032257218,-0.019427925
5488,-0.356998865,-0.270504658,-0.022104219
5489,-0.358758975,0.225159015,-0.017194211
5490,-0.360517812,-0.165662892,-0.018306524
5491,-0.362275367,-0.629693211,-0.026463553
5492,-0.364031635,1.331769043,-0.004612327
5493,-0.365786609,0.694179762,0.007262006
5494,-0.367540284,-0.300942615,0.003722414
5495,-0.369292653,-1.161525374,-0.012920335
5496,-0.37104371,0.374380123,-0.005846649
5497,-0.372793449,0.650223029,0.005367547
5498,-0.374541863,0.375242908,0.012227982
5499,-0.376288946,-0.095586138,0.011766404
5500,-0.378034692,0.590435946,0.021856502
5501,-0.379779096,0.688441321,0.033335462
5502,-0.381522149,0.015137133,0.03428103
5503,-0.383263847,0.112015711,0.036708057
5504,-0.385004184,-0.145266143,0.035131603
5505,-0.386743152,0.299498732,0.040441006
5506,-0.388480747,-0.621930665,0.031457797
5507,-0.390216961,-0.580655691,0.023250803
5508,-0.391951788,-1.165070785,0.006201014
5509,-0.393685223,-0.010085039,0.007136285
5510,-0.395417259,-0.974425828,-0.006709993
5511,-0.397147891,-0.205044516,-0.008575603
5512,-0.398877111,0.354112347,-0.001865223
5513,-0.400604914,-0.577844654,-0.009500325
5514,-0.402331293,0.748669824,0.003263414
5515,-0.404056243,0.479340585,0.011748359
5516,-0.405779758,0.099015177,0.014282465
5517,-0.40750183,-0.303040931,0.010605812
5518,-0.409222455,-0.691167038,0.001035064
5519,-0.410941626,-1.020235653,-0.013402894
5520,-0.412659337,-0.495384293,-0.019595578
5521,-0.414375581,-1.991787075,-0.048355326
5522,-0.416090353,-0.134600184,-0.048550442
5523,-0.417803647,-0.050493764,-0.047473773
5524,-0.419515456,0.193766383,-0.042721733
5525,-0.421225775,0.640590041,-0.031255379
5526,-0.422934597,-0.702911258,-0.040305063
5527,-0.424641916,-0.672952074,-0.048747674
5528,-0.426347727,-0.119740956,-0.048713073
5529,-0.428052023,-0.628964631,-0.056350186
5530,-0.429754798,-0.574034449,-0.063033834
5531,-0.431456046,-0.21173705,-0.064178362
5532,-0.433155761,0.313148841,-0.057425991
5533,-0.434853937,0.554046414,-0.047117874
5534,-0.436550567,-0.772169717,-0.056936577
5535,-0.438245647,0.425168102,-0.048578635
5536,-0.43993917,0.424569741,-0.040322855
5537,-0.441631129,-0.139042454,-0.040699229
5538,-0.44332152,-0.025198392,-0.039347827
5539,-0.445010335,0.478916143,-0.0303718
5540,-0.446697569,0.0293868,-0.02833268
