ID,Ground Truth,Noised Signal,Model Output,,,Error
2644,-0.960118201,0.306460847,-0.471862853,,,-0.488255348
2645,-0.960643518,-0.726176476,-0.47325474,,,-0.487388778
2646,-0.961165422,-0.829762767,-0.475661874,,,-0.485503548
2647,-0.961683911,-2.000147948,-0.48957938,,,-0.472104531
2648,-0.962198982,-1.170200785,-0.494997501,,,-0.467201481
2649,-0.962710636,-0.43105253,-0.493156552,,,-0.469554084
2650,-0.963218868,-0.699637669,-0.493946135,,,-0.469272733
2651,-0.963723678,0.199320772,-0.485950232,,,-0.477773446
2652,-0.964225064,-0.23959799,-0.482316911,,,-0.481908153
2653,-0.964723024,-0.636868297,-0.482655227,,,-0.482067797
2654,-0.965217557,0.206019142,-0.47459501,,,-0.490622547
2655,-0.96570866,-1.139832922,-0.480067074,,,-0.485641586
2656,-0.966196331,-0.691705726,-0.480982959,,,-0.485213372
2657,-0.96668057,-0.533761223,-0.48031801,,,-0.48636256
2658,-0.967161374,0.276718894,-0.471546233,,,-0.495615141
2659,-0.967638742,-1.533190333,-0.481004953,,,-0.486633789
2660,-0.968112671,-0.378840477,-0.478798866,,,-0.489313805
2661,-0.968583161,-1.676123919,-0.489439547,,,-0.479143614
2662,-0.96905021,-1.142936114,-0.494596899,,,-0.474453311
2663,-0.969513815,-1.146169005,-0.499666274,,,-0.469847541
2664,-0.969973975,-0.884066918,-0.502120197,,,-0.467853778
2665,-0.97043069,-0.441602447,-0.500303745,,,-0.470126945
2666,-0.970883956,-1.060263177,-0.504424751,,,-0.466459205
2667,-0.971333772,-1.089352508,-0.508731663,,,-0.462602109
2668,-0.971780138,0.257032509,-0.500186741,,,-0.471593397
2669,-0.97222305,-0.851871537,-0.502323568,,,-0.469899482
2670,-0.972662509,-0.0633136,-0.496868193,,,-0.475794316
2671,-0.973098511,-0.580044515,-0.496447027,,,-0.476651484
2672,-0.973531056,0.144061506,-0.488992155,,,-0.484538901
2673,-0.973960142,-0.718256128,-0.490028441,,,-0.483931701
2674,-0.974385767,-0.252877715,-0.486493707,,,-0.48789206
2675,-0.97480793,-1.419448578,-0.494404793,,,-0.480403137
2676,-0.97522663,-1.08083849,-0.498850942,,,-0.476375688
2677,-0.975641865,-1.332324313,-0.505591989,,,-0.470049876
2678,-0.976053633,-1.064204291,-0.509636402,,,-0.466417231
2679,-0.976461933,-0.747391607,-0.510622919,,,-0.465839014
2680,-0.976866764,-0.555170999,-0.509786248,,,-0.467080516
2681,-0.977268124,-1.246285277,-0.515439987,,,-0.461828137
2682,-0.977666011,-0.593447282,-0.514900267,,,-0.462765744
2683,-0.978060425,-1.450280497,-0.52230835,,,-0.455752075
2684,-0.978451364,-1.501072596,-0.529969811,,,-0.448481553
2685,-0.978838826,-1.239036845,-0.535066545,,,-0.443772281
2686,-0.979222811,-1.215666032,-0.539833188,,,-0.439389623
2687,-0.979603316,-1.205271139,-0.544396579,,,-0.435206737
2688,-0.97998034,-0.792663402,-0.545242369,,,-0.434737971
2689,-0.980353883,-0.983336555,-0.547744274,,,-0.432609609
2690,-0.980723943,-0.987677147,-0.550235927,,,-0.430488016
2691,-0.981090517,-0.705309999,-0.55023092,,,-0.430859597
2692,-0.981453606,-0.96326834,-0.552463651,,,-0.428989955
2693,-0.981813208,-1.655221408,-0.560578644,,,-0.421234564
2694,-0.982169322,-0.358227217,-0.55746603,,,-0.424703292
2695,-0.982521945,-1.189310206,-0.561487317,,,-0.421034628
2696,-0.982871078,-1.540687253,-0.568366945,,,-0.414504133
2697,-0.983216719,-0.367647968,-0.565275908,,,-0.417940811
2698,-0.983558866,-0.709483401,-0.565096974,,,-0.418461892
2699,-0.983897518,-1.377780152,-0.570518732,,,-0.413378786
2700,-0.984232675,0.552582053,-0.559632659,,,-0.424600016
2701,-0.984564335,-0.184182808,-0.555031359,,,-0.429532976
2702,-0.984892496,-1.489498524,-0.561662436,,,-0.42323006
2703,-0.985217158,-1.935879994,-0.571829557,,,-0.413387601
2704,-0.985538319,-0.787837657,-0.572211623,,,-0.413326696
2705,-0.985855979,-1.09089506,-0.575092673,,,-0.410763306
2706,-0.986170136,-0.309610892,-0.571470499,,,-0.414699637
2707,-0.986480789,-1.140243095,-0.574773788,,,-0.411707001
2708,-0.986787937,-0.732896124,-0.57465899,,,-0.412128947
2709,-0.987091579,0.18618409,-0.566897631,,,-0.420193948
2710,-0.987391714,-1.582742516,-0.573969603,,,-0.413422111
2711,-0.987688341,-1.158935036,-0.577373028,,,-0.410315313
2712,-0.987981458,-0.161147112,-0.572507858,,,-0.4154736
2713,-0.988271065,-0.812421044,-0.573083282,,,-0.415187783
2714,-0.98855716,-0.214400885,-0.568678498,,,-0.419878662
2715,-0.988839743,-0.795793864,-0.56917417,,,-0.419665573
2716,-0.989118813,-0.194209156,-0.564616919,,,-0.424501894
2717,-0.989394368,-0.420458175,-0.562002301,,,-0.427392067
2718,-0.989666408,-1.047412701,-0.564726591,,,-0.424939817
2719,-0.989934931,-0.11563875,-0.559519291,,,-0.43041564
2720,-0.990199938,-0.003329932,-0.553359032,,,-0.436840906
2721,-0.990461426,-1.285975502,-0.558300018,,,-0.432161408
2722,-0.990719395,-0.544953923,-0.556808829,,,-0.433910566
2723,-0.990973843,-0.164342038,-0.552048683,,,-0.43892516
2724,-0.991224771,-0.892045162,-0.553632855,,,-0.437591916
2725,-0.991472177,-0.958881649,-0.555764318,,,-0.435707859
2726,-0.99171606,-1.209117218,-0.559992552,,,-0.431723508
2727,-0.99195642,-0.824715324,-0.560867429,,,-0.431088991
2728,-0.992193255,-0.548619801,-0.559379399,,,-0.432813856
2729,-0.992426564,-0.851304324,-0.56049031,,,-0.431936254
2730,-0.992656348,-0.934448985,-0.562288165,,,-0.430368183
2731,-0.992882605,-0.105806306,-0.557004213,,,-0.435878392
2732,-0.993105333,-0.898157305,-0.558554769,,,-0.434550564
2733,-0.993324534,-0.325305141,-0.55517441,,,-0.438150124
2734,-0.993540205,-0.986543283,-0.557514131,,,-0.436026074
2735,-0.993752345,-0.646766277,-0.556905389,,,-0.436846956
2736,-0.993960955,-1.087936639,-0.560076594,,,-0.433884361
2737,-0.994166034,-1.196663974,-0.564100862,,,-0.430065172
2738,-0.99436758,-1.028322456,-0.566623092,,,-0.427744488
2739,-0.994565593,-0.283128235,-0.562830448,,,-0.431735145
2740,-0.994760072,-1.819426104,-0.571990013,,,-0.422770059
2741,-0.994951017,-1.127803631,-0.575179458,,,-0.419771559
2742,-0.995138427,-1.043770861,-0.57761395,,,-0.417524477
2743,-0.995322301,-1.582183174,-0.584367931,,,-0.41095437
2744,-0.995502638,-0.416146865,-0.58155638,,,-0.413946258
2745,-0.995679439,-0.006631579,-0.575406909,,,-0.42027253
2746,-0.995852701,-1.122681967,-0.578482687,,,-0.417370014
2747,-0.996022426,-0.227073136,-0.574158847,,,-0.421863579
2748,-0.996188611,-0.839207797,-0.574929893,,,-0.421258718
2749,-0.996351257,-1.335729167,-0.579756737,,,-0.41659452
2750,-0.996510363,-0.850052228,-0.580527842,,,-0.415982521
2751,-0.996665928,0.208694353,-0.5725981,,,-0.424067828
2752,-0.996817952,-1.611242713,-0.579735219,,,-0.417082733
2753,-0.996966434,-0.4364098,-0.577126384,,,-0.41984005
2754,-0.997111374,-0.09218707,-0.571689963,,,-0.425421411
2755,-0.997252771,-1.202586281,-0.575502038,,,-0.421750733
2756,-0.997390625,-0.921777382,-0.576930046,,,-0.420460579
2757,-0.997524935,-0.075421012,-0.571354866,,,-0.426170069
2758,-0.997655701,-1.46530236,-0.577333868,,,-0.420321833
2759,-0.997782922,-0.711333175,-0.577006698,,,-0.420776224
2760,-0.997906598,-0.399814315,-0.574118614,,,-0.423787984
2761,-0.998026728,-0.542795336,-0.57243979,,,-0.425586938
2762,-0.998143313,-3.178753637,-0.592187285,,,-0.405956028
2763,-0.99825635,-0.383463051,-0.589054823,,,-0.409201527
2764,-0.998365841,-1.156686486,-0.592117786,,,-0.406248055
2765,-0.998471785,-0.093427158,-0.586663842,,,-0.411807943
2766,-0.998574181,-1.94488368,-0.596014261,,,-0.40255992
2767,-0.998673029,-0.435276886,-0.593265414,,,-0.405407615
2768,-0.998768329,-1.304520899,-0.597398877,,,-0.401369452
2769,-0.99886008,-0.123048028,-0.592171729,,,-0.406688351
2770,-0.998948282,-0.669669679,-0.591318667,,,-0.407629615
2771,-0.999032935,-0.232235539,-0.58698082,,,-0.412052115
2772,-0.999114038,-0.984608555,-0.588715017,,,-0.410399021
2773,-0.999191591,-1.121439205,-0.591505527,,,-0.407686064
2774,-0.999265594,-1.208407945,-0.59492439,,,-0.404341204
2775,-0.999336047,-1.153911701,-0.597842276,,,-0.401493771
2776,-0.999402948,-1.573050304,-0.603942752,,,-0.395460196
2777,-0.999466299,-0.137354403,-0.598815441,,,-0.400650858
2778,-0.999526099,-0.389633182,-0.595686555,,,-0.403839544
2779,-0.999582347,-0.561764005,-0.59393996,,,-0.405642387
2780,-0.999635044,-1.277797328,-0.597848415,,,-0.401786629
2781,-0.999684189,-1.458277751,-0.603063107,,,-0.396621082
2782,-0.999729782,0.308774265,-0.594434619,,,-0.405295163
2783,-0.999771823,0.042801744,-0.587888002,,,-0.411883821
2784,-0.999810312,-0.555204914,-0.58616817,,,-0.413642142
2785,-0.999845249,-0.097024235,-0.580753803,,,-0.419091446
2786,-0.999876632,-0.733749959,-0.580563426,,,-0.419313206
2787,-0.999904464,-1.025177896,-0.582742929,,,-0.417161535
2788,-0.999928742,-1.66543933,-0.590011418,,,-0.409917324
2789,-0.999949468,-1.195878067,-0.59336412,,,-0.406585348
2790,-0.999966641,-0.857000325,-0.593977571,,,-0.40598907
2791,-0.999980261,-0.473717515,-0.591550112,,,-0.408430149
2792,-0.999990328,-0.54403075,-0.589704037,,,-0.410286291
2793,-0.999996842,0.625719346,-0.578410447,,,-0.421586395
2794,-0.999999803,-0.415813662,-0.575643241,,,-0.424356562
2795,-0.99999921,-0.665565537,-0.574961662,,,-0.425037548
2796,-0.999995065,-0.511393254,-0.573014259,,,-0.426980806
2797,-0.999987367,-0.508166789,-0.571059227,,,-0.42892814
2798,-0.999976116,-0.262048715,-0.567063808,,,-0.432912308
2799,-0.999961311,0.843760911,-0.553639889,,,-0.446321422
2800,-0.999942954,-0.53161263,-0.552084923,,,-0.447858031
2801,-0.999921044,-2.297458506,-0.565646052,,,-0.434274992
2802,-0.999895581,-0.688281998,-0.565283537,,,-0.434612044
2803,-0.999866566,-1.482147931,-0.571567357,,,-0.428299209
2804,-0.999833998,-0.750277952,-0.571641564,,,-0.428192434
2805,-0.999797877,-2.18081361,-0.583437324,,,-0.416360553
2806,-0.999758204,-1.798153586,-0.59173882,,,-0.408019384
2807,-0.999714979,0.664777692,-0.580150962,,,-0.419564017
2808,-0.999668202,-0.151326077,-0.575196207,,,-0.424471995
2809,-0.999617873,-1.085953522,-0.577975631,,,-0.421642242
2810,-0.999563993,-0.606207888,-0.576777697,,,-0.422786296
2811,-0.99950656,-0.428253177,-0.574126363,,,-0.425380197
2812,-0.999445577,0.124348692,-0.566883624,,,-0.432561953
2813,-0.999381042,0.369948594,-0.557531476,,,-0.441849566
2814,-0.999312957,-1.159648832,-0.561298728,,,-0.438014229
2815,-0.999241321,-0.543316566,-0.559761047,,,-0.439480274
2816,-0.999166134,-0.750237582,-0.560005546,,,-0.439160588
2817,-0.999087398,-1.349556915,-0.565320253,,,-0.433767145
2818,-0.999005111,-0.808478076,-0.565973938,,,-0.433031173
2819,-0.998919276,-2.156375207,-0.577795386,,,-0.42112389
2820,-0.998829891,-0.924211432,-0.579203784,,,-0.419626107
2821,-0.998736957,-0.312090997,-0.575577259,,,-0.423159698
2822,-0.998640474,-0.749621522,-0.575589061,,,-0.423051413
2823,-0.998540443,-1.932843149,-0.58523494,,,-0.413305503
2824,-0.998436865,-0.996880833,-0.587098956,,,-0.411337909
2825,-0.998329739,-0.354167567,-0.583765864,,,-0.414563875
2826,-0.998219065,-1.460928168,-0.589374661,,,-0.408844404
2827,-0.998104845,-1.284241573,-0.593440056,,,-0.404664789
2828,-0.997987079,-1.295279931,-0.597496808,,,-0.400490271
2829,-0.997865767,-0.824613062,-0.597793162,,,-0.400072605
2830,-0.997740909,0.058621799,-0.591124535,,,-0.406616374
2831,-0.997612506,-1.086194773,-0.593587399,,,-0.404025107
2832,-0.997480559,-0.499677767,-0.591369212,,,-0.406111347
2833,-0.997345068,-0.766165756,-0.591292977,,,-0.406052091
2834,-0.997206033,-1.198836132,-0.594641089,,,-0.402564944
2835,-0.997063455,-0.499360269,-0.592411041,,,-0.404652414
2836,-0.996917334,-0.676002125,-0.591605127,,,-0.405312207
2837,-0.996767671,-1.107179314,-0.594224036,,,-0.402543635
2838,-0.996614466,-0.504848504,-0.592041254,,,-0.404573212
2839,-0.996457721,-0.591617867,-0.590569258,,,-0.405888463
2840,-0.996297435,0.46233774,-0.580617726,,,-0.415679709
2841,-0.996133609,-1.362150032,-0.585516512,,,-0.410617097
2842,-0.995966244,-0.765596382,-0.585517764,,,-0.41044848
2843,-0.99579534,-0.49258411,-0.583316326,,,-0.412479014
2844,-0.995620898,-2.000725764,-0.593226373,,,-0.402394525
2845,-0.995442919,0.626096386,-0.581971169,,,-0.41347175
2846,-0.995261402,-1.37912688,-0.586972296,,,-0.408289106
2847,-0.99507635,-1.865193291,-0.595685303,,,-0.399391047
2848,-0.994887761,0.074226543,-0.588889182,,,-0.405998579
2849,-0.994695638,-1.138523193,-0.591811538,,,-0.4028841
2850,-0.994499981,-1.208037028,-0.595220566,,,-0.399279415
2851,-0.99430079,-0.807293188,-0.5954144,,,-0.39888639
2852,-0.994098067,-0.409900364,-0.592469454,,,-0.401628613
2853,-0.993891811,-0.552514616,-0.59068203,,,-0.403209781
2854,-0.993682024,-1.097474347,-0.593242764,,,-0.40043926
2855,-0.993468707,-0.332379605,-0.589696348,,,-0.403772359
2856,-0.993251859,-1.603401419,-0.596266866,,,-0.396984993
2857,-0.993031482,-0.503280529,-0.594053268,,,-0.398978214
2858,-0.992807578,-0.788074894,-0.594112575,,,-0.398695003
2859,-0.992580145,-0.624374612,-0.592877626,,,-0.399702519
2860,-0.992349186,-0.753948881,-0.592683673,,,-0.399665513
2861,-0.992114701,-1.472512045,-0.598145604,,,-0.393969097
2862,-0.991876691,-0.580251234,-0.59651947,,,-0.395357221
2863,-0.991635157,-0.459493241,-0.593958259,,,-0.397676898
2864,-0.9913901,-0.057221373,-0.588212013,,,-0.403178087
2865,-0.99114152,-1.272762998,-0.592213631,,,-0.398927889
2866,-0.990889418,-1.600270677,-0.598686457,,,-0.392202961
2867,-0.990633796,-1.202657308,-0.601903558,,,-0.388730238
2868,-0.990374654,-0.349729475,-0.598442376,,,-0.391932278
2869,-0.990111993,-1.067411592,-0.600615382,,,-0.389496611
2870,-0.989845814,-1.259541741,-0.604229212,,,-0.385616602
2871,-0.989576119,-1.671755423,-0.610897303,,,-0.378678816
2872,-0.989302907,-1.657382926,-0.617259085,,,-0.372043822
2873,-0.98902618,-0.657303829,-0.616019189,,,-0.373006991
2874,-0.988745939,-1.13103186,-0.618333101,,,-0.370412838
2875,-0.988462185,-0.814989029,-0.61825639,,,-0.370205795
2876,-0.988174919,-0.709886805,-0.617397666,,,-0.370777253
2877,-0.987884142,-0.936083004,-0.618236184,,,-0.369647958
2878,-0.987589855,-0.148150384,-0.613166451,,,-0.374423404
2879,-0.987292059,-1.599910679,-0.619034469,,,-0.36825759
2880,-0.986990755,-0.785298766,-0.618727565,,,-0.36826319
2881,-0.986685944,-0.879129858,-0.61912179,,,-0.367564154
2882,-0.986377628,-1.047036252,-0.620753765,,,-0.365623863
2883,-0.986065806,-0.394419707,-0.617520213,,,-0.368545593
2884,-0.985750482,-0.460842495,-0.61480546,,,-0.370945022
2885,-0.985431655,-1.420174164,-0.619295359,,,-0.366136296
2886,-0.985109326,-1.752615576,-0.626105607,,,-0.359003719
2887,-0.984783498,-0.526737293,-0.62381202,,,-0.360971478
2888,-0.98445417,-1.422257378,-0.628092289,,,-0.356361881
2889,-0.984121345,-1.491216886,-0.63276118,,,-0.351360165
2890,-0.983785022,-0.100696211,-0.627326906,,,-0.356458116
2891,-0.983445205,-0.132036903,-0.622125268,,,-0.361319937
2892,-0.983101893,-0.550217767,-0.620039284,,,-0.363062609
2893,-0.982755089,-1.11182252,-0.622132421,,,-0.360622668
2894,-0.982404792,-1.683884375,-0.628356576,,,-0.354048216
2895,-0.982051005,-0.456995352,-0.62553525,,,-0.356515755
2896,-0.981693729,-0.312920608,-0.621672213,,,-0.360021516
2897,-0.981332964,-0.643101941,-0.620278597,,,-0.361054367
2898,-0.980968713,-1.01422718,-0.621647596,,,-0.359321117
2899,-0.980600977,-0.67861475,-0.620517075,,,-0.360083902
2900,-0.980229756,-0.92105092,-0.621194124,,,-0.359035632
2901,-0.979855052,-1.478654665,-0.62595129,,,-0.353903762
2902,-0.979476867,-0.559919864,-0.623902559,,,-0.355574308
2903,-0.979095202,-1.236077877,-0.626827121,,,-0.352268081
2904,-0.978710058,-0.564800728,-0.624806285,,,-0.353903773
2905,-0.978321437,-1.712540662,-0.631157756,,,-0.347163681
2906,-0.97792934,-1.876993336,-0.638482094,,,-0.339447246
2907,-0.977533768,-0.714307849,-0.637419403,,,-0.340114365
2908,-0.977134723,-0.838455875,-0.637249589,,,-0.339885134
2909,-0.976732206,-1.379687226,-0.640900135,,,-0.335832071
2910,-0.976326218,-1.873128303,-0.647879601,,,-0.328446617
2911,-0.975916762,-1.436512401,-0.651668906,,,-0.324247856
2912,-0.975503838,-0.856661487,-0.651431918,,,-0.32407192
2913,-0.975087448,-0.761426307,-0.650547743,,,-0.324539705
2914,-0.974667594,-0.11177902,-0.645193458,,,-0.329474136
2915,-0.974244276,-0.499230118,-0.642555416,,,-0.33168886
2916,-0.973817497,-1.514357533,-0.647012234,,,-0.326805263
2917,-0.973387258,-0.84209805,-0.646737993,,,-0.326649265
2918,-0.972953561,-2.435429941,-0.657322526,,,-0.315631035
2919,-0.972516406,-0.708733655,-0.656014919,,,-0.316501487
2920,-0.972075797,-1.765485538,-0.661795259,,,-0.310280538
2921,-0.971631733,-0.973174479,-0.662196159,,,-0.309435574
2922,-0.971184217,-1.985376574,-0.669221997,,,-0.30196222
2923,-0.97073325,-0.992384009,-0.669635355,,,-0.301097895
2924,-0.970278835,-0.083822812,-0.664109945,,,-0.30616889
2925,-0.969820971,-0.579840292,-0.661878884,,,-0.307942087
2926,-0.969359662,-0.81920422,-0.661257863,,,-0.308101799
2927,-0.968894909,-1.672620166,-0.666274369,,,-0.30262054
2928,-0.968426713,-0.576760662,-0.664005876,,,-0.304420837
2929,-0.967955077,-0.875411815,-0.66372931,,,-0.304225767
2930,-0.967480001,-0.043496676,-0.657925487,,,-0.309554514
2931,-0.967001488,-2.365931208,-0.667585254,,,-0.299416234
2932,-0.966519539,-1.101891177,-0.668735981,,,-0.297783558
2933,-0.966034155,0.113988071,-0.661901236,,,-0.304132919
2934,-0.96554534,-1.673762171,-0.666907012,,,-0.298638328
2935,-0.965053094,-0.045197134,-0.661121368,,,-0.303931726
2936,-0.964557418,-2.319775032,-0.670352995,,,-0.294204423
2937,-0.964058316,-1.534289744,-0.674232423,,,-0.289825893
2938,-0.963555789,-1.686287915,-0.678974509,,,-0.28458128
2939,-0.963049837,-0.903639846,-0.678680837,,,-0.284369
2940,-0.962540464,-1.398566414,-0.681503534,,,-0.28103693
2941,-0.962027672,-0.938095416,-0.681392193,,,-0.280635479
2942,-0.961511461,-1.347594461,-0.683837652,,,-0.277673809
2943,-0.960991833,-1.598995273,-0.687779307,,,-0.273212526
2944,-0.960468791,-1.430659998,-0.690595746,,,-0.269873045
2945,-0.959942337,-2.012504519,-0.696843863,,,-0.263098474
2946,-0.959412472,-1.595783849,-0.700434685,,,-0.258977787
2947,-0.958879198,-0.04070651,-0.694718122,,,-0.264161076
2948,-0.958342517,-2.119328691,-0.701460242,,,-0.256882275
2949,-0.957802431,0.025139503,-0.695352435,,,-0.262449996
2950,-0.957258942,-1.062899462,-0.695802927,,,-0.261456015
2951,-0.956712052,-1.077122457,-0.696331561,,,-0.260380491
2952,-0.956161762,-1.206753084,-0.697625279,,,-0.258536483
2953,-0.955608075,-1.247029471,-0.699134707,,,-0.256473368
2954,-0.955050993,-0.248384422,-0.694664896,,,-0.260386097
2955,-0.954490517,-1.164417294,-0.695735157,,,-0.25875536
2956,-0.953926651,-0.626534528,-0.693556905,,,-0.260369746
2957,-0.953359394,-1.489764449,-0.696597338,,,-0.256762056
2958,-0.952788751,-0.865284534,-0.695846558,,,-0.256942193
2959,-0.952214722,-1.278152168,-0.697574854,,,-0.254639868
2960,-0.95163731,-1.025425462,-0.697767854,,,-0.253869456
2961,-0.951056516,0.526347073,-0.68858552,,,-0.262470996
2962,-0.950472344,0.119020041,-0.681831717,,,-0.268640627
2963,-0.949884794,-0.969710918,-0.681913614,,,-0.26797118
2964,-0.949293869,-0.864108057,-0.681333661,,,-0.267960208
2965,-0.948699572,-0.942342132,-0.681251287,,,-0.267448285
2966,-0.948101904,-0.435317217,-0.677977979,,,-0.270123925
2967,-0.947500867,-0.832326442,-0.677245855,,,-0.270255012
2968,-0.946896463,-0.296940645,-0.673104405,,,-0.273792058
2969,-0.946288695,-0.330396062,-0.669189095,,,-0.2770996
2970,-0.945677565,-0.93205346,-0.669211626,,,-0.276465939
2971,-0.945063075,-1.002529041,-0.669690847,,,-0.275372228
2972,-0.944445227,-1.794005975,-0.675246656,,,-0.269198571
2973,-0.943824024,-0.733674522,-0.673916459,,,-0.269907565
2974,-0.943199466,-0.733714079,-0.672600269,,,-0.270599197
2975,-0.942571558,-1.327488117,-0.675106406,,,-0.267465152
2976,-0.941940301,-1.745859858,-0.680198312,,,-0.261741989
2977,-0.941305697,-1.266650524,-0.682164013,,,-0.259141684
2978,-0.940667748,-0.471389272,-0.679114342,,,-0.261553406
2979,-0.940026457,-0.759812577,-0.677909851,,,-0.262116606
2980,-0.939381826,-0.764836981,-0.676750422,,,-0.262631404
2981,-0.938733858,-0.342084158,-0.672899961,,,-0.265833897
2982,-0.938082554,-0.616147248,-0.670835853,,,-0.267246701
2983,-0.937427917,-0.727779175,-0.669513226,,,-0.267914691
2984,-0.936769949,-0.515716653,-0.666821599,,,-0.26994835
2985,-0.936108653,-1.97187113,-0.673604727,,,-0.262503926
2986,-0.935444031,-0.903395874,-0.673381329,,,-0.262062702
2987,-0.934776085,-1.384743118,-0.67623508,,,-0.258541005
2988,-0.934104818,-1.232476814,-0.678063631,,,-0.256041187
2989,-0.933430232,-1.603775776,-0.682184339,,,-0.251245893
2990,-0.932752329,-0.977432126,-0.68230927,,,-0.250443059
2991,-0.932071112,-1.787267937,-0.687449574,,,-0.244621538
2992,-0.931386584,0.292605149,-0.679598093,,,-0.251788491
2993,-0.930698746,-0.918056901,-0.679386973,,,-0.251311773
2994,-0.930007602,-1.920995435,-0.685441077,,,-0.244566525
2995,-0.929313153,-0.849758585,-0.684728682,,,-0.244584471
2996,-0.928615402,0.021334478,-0.678569078,,,-0.250046324
2997,-0.927914352,-0.838629654,-0.677869678,,,-0.250044674
2998,-0.927210005,-1.353961802,-0.680430293,,,-0.246779712
2999,-0.926502363,-0.779507925,-0.679336309,,,-0.247166054
3000,-0.92579143,-2.241844047,-0.687371135,,,-0.238420295
3001,-0.925077207,-1.347289182,-0.689687848,,,-0.235389359
3002,-0.924359697,-1.217687183,-0.691169143,,,-0.233190554
3003,-0.923638903,-0.800366011,-0.690087497,,,-0.233551406
3004,-0.922914827,-1.661918757,-0.694247484,,,-0.228667343
3005,-0.922187472,-1.397221965,-0.69671905,,,-0.225468422
3006,-0.921456841,-0.905194158,-0.696205854,,,-0.225250987
3007,-0.920722935,0.000242816,-0.690225184,,,-0.230497751
3008,-0.919985758,0.579935701,-0.680601478,,,-0.23938428
3009,-0.919245313,-0.794092669,-0.679597497,,,-0.239647816
3010,-0.918501601,-1.183137658,-0.68105185,,,-0.237449751
3011,-0.917754626,-1.819865663,-0.686429918,,,-0.231324708
3012,-0.91700439,-2.119583645,-0.693462014,,,-0.223542376
3013,-0.916250895,-0.931568803,-0.693149328,,,-0.223101567
3014,-0.915494146,-0.794720304,-0.692011952,,,-0.223482194
3015,-0.914734143,-0.838767793,-0.691154659,,,-0.223579484
3016,-0.91397089,-1.331767025,-0.693298399,,,-0.220672491
3017,-0.91320439,-1.315642729,-0.695301414,,,-0.217902976
3018,-0.912434645,-0.70544953,-0.69360292,,,-0.218831725
3019,-0.911661659,-0.858612838,-0.69284749,,,-0.218814169
3020,-0.910885433,-0.185578836,-0.687995553,,,-0.22288988
3021,-0.910105971,-0.594414602,-0.685678005,,,-0.224427966
3022,-0.909323275,-1.640279519,-0.689823747,,,-0.219499528
3023,-0.908537348,-1.267358333,-0.691604137,,,-0.216933211
3024,-0.907748193,-0.390737557,-0.688013196,,,-0.219734997
3025,-0.906955813,0.123921146,-0.681225538,,,-0.225730275
3026,-0.90616021,-1.455384015,-0.684343994,,,-0.221816216
3027,-0.905361388,-1.590466128,-0.688219726,,,-0.217141662
3028,-0.904559349,-0.472377038,-0.685145736,,,-0.219413613
3029,-0.903754096,-0.59558507,-0.682856202,,,-0.220897894
3030,-0.902945632,-1.024013003,-0.683261633,,,-0.219683999
3031,-0.902133959,-1.156282591,-0.684482336,,,-0.217651623
3032,-0.901319082,-1.869770502,-0.690062523,,,-0.211256559
3033,-0.900501002,-1.686098604,-0.694368601,,,-0.206132401
3034,-0.899679722,-0.661765313,-0.692414284,,,-0.207265438
3035,-0.898855246,-1.403067701,-0.694960713,,,-0.203894533
3036,-0.898027576,-1.03235632,-0.695233822,,,-0.202793754
3037,-0.897196715,-0.693970207,-0.693466902,,,-0.203729813
3038,-0.896362667,-1.056686573,-0.693909168,,,-0.202453499
3039,-0.895525433,-1.084711215,-0.694513261,,,-0.201012172
3040,-0.894685018,-0.669556031,-0.692604721,,,-0.202080297
3041,-0.893841424,-1.299523133,-0.694524765,,,-0.199316659
3042,-0.892994654,-0.600371739,-0.692197263,,,-0.200797391
3043,-0.892144712,-1.862337111,-0.697497964,,,-0.194646748
3044,-0.891291599,-1.803827799,-0.702295899,,,-0.1889957
3045,-0.89043532,-1.187928839,-0.70337224,,,-0.18706308
3046,-0.889575876,-1.306651257,-0.705121398,,,-0.184454478
3047,-0.888713273,-1.185416081,-0.706133962,,,-0.182579311
3048,-0.887847511,-1.165436598,-0.707013369,,,-0.180834142
3049,-0.886978595,-0.416849927,-0.703529954,,,-0.183448641
3050,-0.886106527,-1.303880861,-0.705259919,,,-0.180846608
3051,-0.885231311,-0.92489824,-0.704755843,,,-0.180475468
3052,-0.88435295,-1.068963447,-0.705097795,,,-0.179255155
3053,-0.883471447,-1.562206623,-0.708288789,,,-0.175182658
3054,-0.882586804,-1.202396623,-0.709344149,,,-0.173242655
3055,-0.881699026,-1.679328147,-0.713098168,,,-0.168600858
3056,-0.880808115,-0.040652666,-0.707430959,,,-0.173377156
3057,-0.879914074,-1.450167047,-0.709924519,,,-0.169989555
3058,-0.879016907,-0.644905066,-0.707750916,,,-0.171265991
3059,-0.878116617,-2.049244065,-0.713647723,,,-0.164468894
3060,-0.877213207,0.215855888,-0.706500292,,,-0.170712915
3061,-0.87630668,-0.699578134,-0.704670429,,,-0.171636251
3062,-0.87539704,-1.382713691,-0.706834733,,,-0.168562307
3063,-0.874484289,-0.920515612,-0.706285596,,,-0.168198693
3064,-0.873568431,-1.587742349,-0.709594488,,,-0.163973943
3065,-0.872649469,-0.016106424,-0.703769743,,,-0.168879726
3066,-0.871727407,-0.667732857,-0.70177567,,,-0.169951737
3067,-0.870802247,-1.154742085,-0.702666461,,,-0.168135786
