Time,Ground Truth,Noised Signal,Model Output
0.002379,0.099482411,0.065863902,0.06706588
0.00238,0.099463081,0.02387083,0.067044124
0.002381,0.099443398,-0.011306521,0.066802166
0.002382,0.099423361,0.090557167,0.066384584
0.002383,0.099402971,-0.044206458,0.066477001
0.002384,0.099382227,0.03858569,0.065853231
0.002385,0.099361131,-0.038789392,0.065718636
0.002386,0.099339682,-0.068540147,0.065202281
0.002387,0.099317879,0.055751019,0.064501807
0.002388,0.099295724,-0.071222718,0.064477652
0.002389,0.099273216,0.015308826,0.063787222
0.00239,0.099250355,0.056860292,0.063539855
0.002391,0.099227142,0.02890555,0.063495927
0.002392,0.099203576,0.063301145,0.063346684
0.002393,0.099179657,0.030145243,0.063338891
0.002394,0.099155386,0.001942642,0.063163035
0.002395,0.099130763,0.040427532,0.062827043
0.002396,0.099105788,-0.01256868,0.062695414
0.002397,0.09908046,0.051241834,0.062285047
0.002398,0.099054781,0.09759907,0.062189408
0.002399,0.099028749,0.089042438,0.062392987
0.0024,0.099002366,-0.041553505,0.062524527
0.002401,0.098975631,-0.06913385,0.06197007
0.002402,0.098948544,0.097689309,0.061303899
0.002403,0.098921106,0.025258112,0.061474614
0.002404,0.098893316,0.15740214,0.061267417
0.002405,0.098865174,-0.037370613,0.061693929
0.002406,0.098836682,0.024376424,0.061166175
0.002407,0.098807838,0.124853343,0.060990892
0.002408,0.098778644,0.063097818,0.061288923
0.002409,0.098749098,-0.048052815,0.061308034
0.00241,0.098719201,-0.054361393,0.060749076
0.002411,0.098688954,-0.005161053,0.060159873
0.002412,0.098658356,0.021271124,0.059833728
0.002413,0.098627408,0.014488148,0.059673563
0.002414,0.098596109,0.020107003,0.059388217
0.002415,0.09856446,-0.019322818,0.059162468
0.002416,0.09853246,0.070727858,0.058778659
0.002417,0.098500111,0.033765034,0.058844283
0.002418,0.098467411,-0.02622853,0.058666132
0.002419,0.098434362,0.016260342,0.058231845
0.00242,0.098400963,0.048141971,0.058019929
0.002421,0.098367214,0.14590279,0.057990551
0.002422,0.098333116,0.045497142,0.058451921
0.002423,0.098298668,0.03600703,0.058393374
0.002424,0.098263871,0.138858081,0.058279671
0.002425,0.098228725,0.018110197,0.05867973
0.002426,0.09819323,0.017156615,0.058460031
0.002427,0.098157386,0.111215969,0.058254607
0.002428,0.098121193,0.062425492,0.05851987
0.002429,0.098084652,0.069031448,0.058545981
0.00243,0.098047762,0.110753892,0.058555938
0.002431,0.098010524,0.145492772,0.058831453
0.002432,0.097972938,0.068001064,0.059310164
0.002433,0.097935003,0.096403942,0.059351459
0.002434,0.097896721,0.074724748,0.059506848
0.002435,0.09785809,0.077986836,0.059570663
0.002436,0.097819112,0.051160351,0.059658829
0.002437,0.097779787,0.111762512,0.059581697
0.002438,0.097740114,-0.003910272,0.059834078
0.002439,0.097700094,0.014950583,0.05949384
0.00244,0.097659726,0.039467684,0.059263945
0.002441,0.097619012,0.091599154,0.059142027
0.002442,0.097577951,0.247256935,0.059259892
0.002443,0.097536543,0.091421897,0.060257692
0.002444,0.097494788,0.10168929,0.060382485
0.002445,0.097452687,0.122324123,0.060547858
0.002446,0.09741024,0.194892689,0.06083332
0.002447,0.097367447,0.174616152,0.061539251
0.002448,0.097324308,0.093386761,0.062126741
0.002449,0.097280823,0.132682425,0.062287826
0.00245,0.097236992,0.089710934,0.062629879
0.002451,0.097192816,-0.001978459,0.062734842
0.002452,0.097148294,0.180309239,0.062376328
0.002453,0.097103428,0.171452509,0.062954217
0.002454,0.097058216,0.167168277,0.063480191
0.002455,0.09701266,0.073217008,0.063980117
0.002456,0.096966758,0.098869822,0.064029612
0.002457,0.096920513,0.095761989,0.064223766
0.002458,0.096873923,0.154576503,0.064393386
0.002459,0.096826988,0.142810304,0.064843521
0.00246,0.09677971,0.088163749,0.06526795
0.002461,0.096732088,0.141345338,0.065381438
0.002462,0.096684122,0.150174039,0.065758683
0.002463,0.096635813,0.20686524,0.06620793
0.002464,0.09658716,0.19381529,0.066915847
0.002465,0.096538164,0.210629646,0.067568652
0.002466,0.096488825,0.117927672,0.068279929
0.002467,0.096439143,0.199607082,0.068564124
0.002468,0.096389119,0.171287984,0.069186389
0.002469,0.096338752,0.114302281,0.069753177
0.00247,0.096288043,0.216310219,0.069999844
0.002471,0.096236991,0.120006257,0.070721135
0.002472,0.096185598,0.154169294,0.070973188
0.002473,0.096133863,0.165800006,0.071374796
0.002474,0.096081787,0.176666654,0.071843863
0.002475,0.096029369,0.155993368,0.072358251
0.002476,0.095976609,0.143804722,0.072784841
0.002477,0.095923509,0.170873762,0.073149964
0.002478,0.095870068,0.090472244,0.073625728
0.002479,0.095816287,0.03421435,0.073676273
0.00248,0.095762165,0.07480682,0.073441975
0.002481,0.095707702,0.168737617,0.073461309
0.002482,0.0956529,0.278361415,0.074003488
0.002483,0.095597758,0.070881913,0.075064406
0.002484,0.095542276,0.208896432,0.075023949
0.002485,0.095486454,0.009423653,0.07569395
0.002486,0.095430294,0.113665462,0.075335644
0.002487,0.095373794,0.09051272,0.075517297
0.002488,0.095316956,0.248315706,0.075592592
0.002489,0.095259778,0.209334444,0.076439358
0.00249,0.095202263,0.218171196,0.077099562
0.002491,0.095144409,0.124265998,0.07778655
0.002492,0.095086217,0.227809992,0.078006625
0.002493,0.095027687,0.15764649,0.078787223
0.002494,0.094968819,0.141877483,0.079191819
0.002495,0.094909614,0.286583844,0.079491839
0.002496,0.094850072,0.190807874,0.080516174
0.002497,0.094790193,0.21771502,0.081084758
0.002498,0.094729977,0.097521188,0.08178664
0.002499,0.094669425,0.226821993,0.08188694
0.0025,0.094608536,0.076689596,0.082612239
0.002501,0.094547311,0.304440532,0.082569122
0.002502,0.09448575,0.122407903,0.083687559
0.002503,0.094423853,0.208663422,0.083870851
0.002504,0.094361621,0.236427335,0.084471241
0.002505,0.094299054,0.225149206,0.085245818
0.002506,0.094236151,0.130914581,0.085947901
0.002507,0.094172914,0.158565388,0.086171933
0.002508,0.094109342,0.21831556,0.086532667
0.002509,0.094045436,0.182114006,0.087202467
0.00251,0.093981195,0.123658158,0.087660193
0.002511,0.093916621,0.087148131,0.087836564
0.002512,0.093851713,0.255724579,0.087826259
0.002513,0.093786471,0.17932425,0.088673212
0.002514,0.093720896,0.320836196,0.089116164
0.002515,0.093654989,0.30168785,0.090309292
0.002516,0.093588748,0.185256285,0.091390729
0.002517,0.093522175,0.256007706,0.091843039
0.002518,0.09345527,0.235399414,0.09267728
0.002519,0.093388032,0.165843207,0.09337461
0.00252,0.093320463,0.184912131,0.093717866
0.002521,0.093252563,0.10169198,0.094134673
0.002522,0.09318433,0.300424179,0.094163567
0.002523,0.093115767,0.102106591,0.095182598
0.002524,0.093046873,0.208903793,0.095207706
0.002525,0.092977649,0.23144679,0.095785066
0.002526,0.092908094,0.225316892,0.096468411
0.002527,0.092838209,0.217062422,0.097116739
0.002528,0.092767994,0.189233566,0.097737238
0.002529,0.092697449,0.19561604,0.098189704
0.00253,0.092626575,0.189312064,0.098659381
0.002531,0.092555372,0.21915866,0.099157564
0.002532,0.09248384,0.357753131,0.099766985
0.002533,0.09241198,0.181285549,0.101056412
0.002534,0.092339791,0.129186846,0.101430789
0.002535,0.092267274,0.112092763,0.101540506
0.002536,0.092194429,0.218764271,0.101572886
0.002537,0.092121257,0.146928642,0.102139205
0.002538,0.092047757,0.120847571,0.102361202
0.002539,0.091973931,0.177354363,0.102442577
0.00254,0.091899777,0.212937932,0.102825046
0.002541,0.091825297,0.279096383,0.103343785
0.002542,0.091750491,0.184885161,0.10422495
0.002543,0.091675359,0.274288962,0.104626119
0.002544,0.091599901,0.260847687,0.105503932
0.002545,0.091524117,0.256872572,0.106300086
0.002546,0.091448009,0.159372272,0.107078016
0.002547,0.091371575,0.179335853,0.107374445
0.002548,0.091294817,0.149396758,0.107706927
0.002549,0.091217734,0.146693146,0.107915878
0.00255,0.091140328,0.185935352,0.108061373
0.002551,0.091062597,0.188342654,0.108480498
0.002552,0.090984543,0.208073321,0.108879969
0.002553,0.090906166,0.169601753,0.109370373
0.002554,0.090827465,0.193551812,0.109656975
0.002555,0.090748442,0.17722621,0.110060096
0.002556,0.090669097,0.172167681,0.110360987
0.002557,0.090589429,0.15960412,0.110671736
0.002558,0.09050944,0.116929834,0.110902533
0.002559,0.090429129,0.236033747,0.110868424
0.00256,0.090348496,0.103422485,0.111453593
0.002561,0.090267543,0.24418064,0.111392543
0.002562,0.090186269,0.117392904,0.112081856
0.002563,0.090104674,0.247573886,0.112115808
0.002564,0.09002276,0.163804863,0.112797618
0.002565,0.089940525,0.134160803,0.11304377
0.002566,0.089857971,0.09540015,0.11312969
0.002567,0.089775098,0.172763094,0.113017134
0.002568,0.089691905,0.162672767,0.113285936
0.002569,0.089608394,0.154168992,0.113495283
0.00257,0.089524565,0.16860692,0.11367394
0.002571,0.089440417,0.173963341,0.113913313
0.002572,0.089355952,0.258701772,0.11420922
0.002573,0.089271169,0.1931072,0.114901505
0.002574,0.089186069,0.251047124,0.115293376
0.002575,0.089100652,0.188524333,0.115985736
0.002576,0.089014919,0.170727793,0.116340652
0.002577,0.088928869,0.148803804,0.116606206
0.002578,0.088842504,0.210023916,0.116728887
0.002579,0.088755822,0.137213104,0.117211416
0.00258,0.088668826,0.159019908,0.117277026
0.002581,0.088581514,0.075572162,0.117475271
0.002582,0.088493887,0.217656839,0.117223546
0.002583,0.088405946,0.186297771,0.11773704
0.002584,0.088317691,0.160022775,0.118037544
0.002585,0.088229123,0.193930883,0.11824815
0.002586,0.08814024,0.168044241,0.118618801
0.002587,0.088051045,0.151125826,0.118851081
0.002588,0.087961537,0.177528926,0.118995368
0.002589,0.087871716,0.079079642,0.119247615
0.00259,0.087781583,0.180958554,0.11902608
0.002591,0.087691138,0.114296626,0.119297475
0.002592,0.087600381,0.154804295,0.119268313
0.002593,0.087509313,0.088546024,0.11946471
0.002594,0.087417935,0.197602068,0.119310111
0.002595,0.087326245,0.208270506,0.119688265
0.002596,0.087234246,0.069645243,0.120131135
0.002597,0.087141936,0.11885425,0.119877949
0.002598,0.087049317,0.160159742,0.119838439
0.002599,0.086956389,0.109847502,0.120024242
0.0026,0.086863151,0.145742673,0.11992164
0.002601,0.086769605,0.083155877,0.120032281
0.002602,0.086675751,0.143775758,0.119834475
0.002603,0.086581589,0.030302201,0.119934559
0.002604,0.086487119,0.165524405,0.119416066
0.002605,0.086392342,0.19476458,0.119629592
0.002606,0.086297258,0.122075862,0.120000169
0.002607,0.086201867,0.179033859,0.119967774
0.002608,0.08610617,0.100974026,0.120279342
0.002609,0.086010167,0.105470082,0.120162547
0.00261,0.085913858,0.113906613,0.120049968
0.002611,0.085817244,0.152251497,0.119985491
0.002612,0.085720326,-0.020277038,0.120143682
0.002613,0.085623102,0.09030544,0.11936079
0.002614,0.085525575,0.24671033,0.119181812
0.002615,0.085427743,0.05944706,0.119809553
0.002616,0.085329608,0.171846988,0.119491011
0.002617,0.08523117,0.075821098,0.119700469
0.002618,0.085132429,0.146823779,0.119463623
0.002619,0.085033386,0.123871967,0.119564906
0.00262,0.08493404,0.126983593,0.119549289
0.002621,0.084834393,0.08729416,0.119605288
0.002622,0.084734444,0.002409698,0.119431421
0.002623,0.084634194,0.124998189,0.11882329
0.002624,0.084533643,0.076159125,0.118839271
0.002625,0.084432793,0.064772175,0.118626907
0.002626,0.084331642,0.068954221,0.118332848
0.002627,0.084230191,-0.031994495,0.118094832
0.002628,0.084128441,0.183540981,0.117297068
0.002629,0.084026393,0.090469629,0.117597878
0.00263,0.083924045,0.111386281,0.117434978
0.002631,0.0838214,0.101730792,0.117390767
0.002632,0.083718457,0.116761166,0.117301181
0.002633,0.083615216,0.127643044,0.117272533
0.002634,0.083511678,0.049472192,0.117282256
0.002635,0.083407843,0.229667981,0.116899393
0.002636,0.083303712,0.02956481,0.117403485
0.002637,0.083199286,0.128550314,0.116946317
0.002638,0.083094563,0.089173812,0.116982982
0.002639,0.082989545,0.061796794,0.116830476
0.00264,0.082884233,0.138918225,0.116518565
0.002641,0.082778626,0.065533112,0.116624966
0.002642,0.082672724,0.065583478,0.116328448
0.002643,0.082566529,-0.023979696,0.116028838
0.002644,0.082460041,0.013509633,0.115294322
0.002645,0.08235326,0.030783468,0.114767842
0.002646,0.082246186,0.00747972,0.114344433
0.002647,0.08213882,-0.012756093,0.113770828
0.002648,0.082031162,0.189416804,0.113125876
0.002649,0.081923212,0.130097413,0.113496676
0.00265,0.081814972,0.081445953,0.113561556
0.002651,0.081706441,0.060224448,0.113396183
0.002652,0.081597619,0.091208009,0.113123901
0.002653,0.081488508,0.106990573,0.11297825
0.002654,0.081379107,0.07459669,0.112929568
0.002655,0.081269416,0.094871809,0.112762704
0.002656,0.081159438,0.057482575,0.112636149
0.002657,0.08104917,-0.141004116,0.112317085
0.002658,0.080938615,-0.021453743,0.111002348
0.002659,0.080827772,0.129087897,0.110315494
0.00266,0.080716642,0.106547053,0.110405669
0.002661,0.080605226,-0.001461149,0.110406779
0.002662,0.080493522,0.078695421,0.109839961
0.002663,0.080381533,0.08051028,0.109650888
0.002664,0.080269258,0.116757249,0.109489575
0.002665,0.080156698,0.058610737,0.109544426
0.002666,0.080043854,0.082089821,0.109234318
0.002667,0.079930725,0.017556874,0.109090112
0.002668,0.079817311,0.077617583,0.108572021
0.002669,0.079703615,0.0428485,0.108432695
0.00267,0.079589635,0.126085237,0.108092204
0.002671,0.079475372,-0.025612915,0.108161852
0.002672,0.079360827,-0.109868449,0.107467994
0.002673,0.079246,0.034509836,0.10635937
0.002674,0.079130891,0.008996391,0.105982646
0.002675,0.079015501,0.000494599,0.10545139
0.002676,0.078899831,0.112541278,0.104876652
0.002677,0.07878388,0.033082178,0.104905337
0.002678,0.078667649,0.134856348,0.104516245
0.002679,0.078551139,0.098314123,0.104656145
0.00268,0.078434349,0.007868409,0.104613103
0.002681,0.078317281,0.003762775,0.104090609
0.002682,0.078199935,0.093469913,0.10357599
0.002683,0.07808231,0.109976959,0.103486329
0.002684,0.077964409,0.053798306,0.103514813
0.002685,0.07784623,0.015770492,0.103245504
0.002686,0.077727775,0.089926719,0.102774993
0.002687,0.077609043,-0.030889162,0.102714412
0.002688,0.077490036,0.008926105,0.101991959
0.002689,0.077370754,-0.106070489,0.101501808
0.00269,0.077251196,0.005176661,0.10040687
0.002691,0.077131364,0.039460752,0.099891409
0.002692,0.077011259,0.069139777,0.099574551
0.002693,0.076890879,-0.003286174,0.099377602
0.002694,0.076770226,0.079995242,0.098848537
0.002695,0.076649301,-0.093665232,0.098758906
0.002696,0.076528103,0.064716615,0.097765781
0.002697,0.076406633,-0.010031837,0.097554155
0.002698,0.076284892,-0.052534344,0.096970104
0.002699,0.076162879,0.013293968,0.096198872
0.0027,0.076040597,-0.05736725,0.095739558
0.002701,0.075918043,-0.050882472,0.094944149
0.002702,0.075795221,-0.019328081,0.094158024
0.002703,0.075672129,0.008255605,0.093545444
0.002704,0.075548768,-0.113107792,0.093078747
0.002705,0.075425138,-0.024046681,0.092018232
0.002706,0.075301241,0.044897829,0.091414027
0.002707,0.075177076,0.009067441,0.091158092
0.002708,0.075052644,-0.018172122,0.090722799
0.002709,0.074927945,0.168680558,0.090119801
0.00271,0.07480298,-0.086710376,0.090512164
0.002711,0.074677749,-0.021351794,0.089605786
0.002712,0.074552253,-0.052580665,0.088990182
0.002713,0.074426492,0.01530798,0.088257447
0.002714,0.074300467,-0.049101737,0.087890074
0.002715,0.074174177,0.035038169,0.087154105
0.002716,0.074047624,0.016030868,0.086897448
0.002717,0.073920808,0.017388365,0.086463511
0.002718,0.07379373,0.007297136,0.086143151
0.002719,0.073666389,-0.003777837,0.085718416
0.00272,0.073538786,0.020383414,0.085225269
0.002721,0.073410922,0.014031614,0.08493942
0.002722,0.073282797,0.058913662,0.084579006
0.002723,0.073154412,-0.105669183,0.084466018
0.002724,0.073025767,-0.023524466,0.08346016
0.002725,0.072896863,-0.071317537,0.082906574
0.002726,0.072767699,-0.05693845,0.082076594
0.002727,0.072638277,-0.118223917,0.081329301
0.002728,0.072508597,-0.154557545,0.080253854
0.002729,0.072378659,0.082325845,0.079066291
0.00273,0.072248464,0.047531735,0.079072386
0.002731,0.072118013,-0.023765586,0.078878492
0.002732,0.071987305,-0.133543374,0.078316435
0.002733,0.071856341,-0.014529879,0.07726337
0.002734,0.071725122,-0.05342471,0.076771721
0.002735,0.071593648,-0.082707541,0.076096788
0.002736,0.07146192,-0.099023362,0.075266488
0.002737,0.071329938,-0.034607094,0.074352346
0.002738,0.071197702,0.048684805,0.073768295
0.002739,0.071065214,0.012196554,0.07365068
0.00274,0.070932473,0.030540153,0.073342085
0.002741,0.07079948,0.035938826,0.073141895
0.002742,0.070666235,-0.013582277,0.072946332
0.002743,0.07053274,-0.046107947,0.072498418
0.002744,0.070398993,-0.121428906,0.071853235
0.002745,0.070264997,0.039892042,0.070862517
0.002746,0.070130751,0.031077444,0.070682235
0.002747,0.069996256,-0.03426664,0.070471168
0.002748,0.069861512,-0.052571523,0.069927171
0.002749,0.06972652,0.063467585,0.069334269
0.00275,0.06959128,-0.014330049,0.069321558
0.002751,0.069455792,-0.04366214,0.068862289
0.002752,0.069320059,-0.020907748,0.068311043
0.002753,0.069184078,-0.026994279,0.067841657
0.002754,0.069047852,0.089163419,0.067312002
0.002755,0.068911381,0.002307823,0.06740807
0.002756,0.068774665,0.033839088,0.067076616
0.002757,0.068637704,0.026877981,0.066887349
0.002758,0.0685005,0.104843462,0.066655427
0.002759,0.068363052,-0.103063368,0.066822343
0.00276,0.068225361,-0.110899505,0.065976597
0.002761,0.068087428,-0.009184207,0.065053143
0.002762,0.067949253,-0.080582045,0.064691454
0.002763,0.067810836,0.023124019,0.063931957
0.002764,0.067672179,-0.010083189,0.063704073
0.002765,0.067533281,0.030445315,0.063322529
0.002766,0.067394143,-0.045063203,0.063136391
0.002767,0.067254766,0.072623037,0.062566131
0.002768,0.067115149,-0.083467428,0.06261652
0.002769,0.066975295,-0.148670751,0.061857879
0.00277,0.066835202,0.004267296,0.060762987
0.002771,0.066694872,0.000392653,0.060483299
0.002772,0.066554305,0.019877988,0.060156509
0.002773,0.066413501,-0.011328895,0.059922293
0.002774,0.066272462,0.010931116,0.05954928
0.002775,0.066131187,-0.012980673,0.059271619
0.002776,0.065989677,0.025439466,0.05888347
0.002777,0.065847932,-0.000585592,0.058717266
0.002778,0.065705954,-0.075415697,0.058404326
0.002779,0.065563742,0.098906538,0.05771403
0.00278,0.065421297,9.06E-05,0.057905391
0.002781,0.06527862,0.015305554,0.057603467
0.002782,0.06513571,-0.033947967,0.057377249
0.002783,0.06499257,-0.025216094,0.056925148
0.002784,0.064849198,-0.016851265,0.056518838
0.002785,0.064705596,0.007947979,0.056114443
0.002786,0.064561764,-0.086610405,0.055883996
0.002787,0.064417703,0.051148077,0.055214744
0.002788,0.064273413,-0.016355978,0.055226557
0.002789,0.064128894,-0.034154133,0.054842651
0.00279,0.063984148,-0.097202813,0.054391578
0.002791,0.063839174,0.082248525,0.053629752
0.002792,0.063693974,-0.093763782,0.053786173
0.002793,0.063548547,0.041743166,0.053009398
0.002794,0.063402894,0.047082501,0.052938886
0.002795,0.063257016,-0.017117044,0.052907847
0.002796,0.063110914,-0.036881658,0.052555621
0.002797,0.062964587,-0.010454133,0.052094273
0.002798,0.062818036,-0.018001304,0.051756591
0.002799,0.062671262,0.008646065,0.051351026
0.0028,0.062524266,0.041702046,0.051120725
0.002801,0.062377047,0.035707868,0.051086228
0.002802,0.062229607,-0.044364664,0.050980791
0.002803,0.062081945,0.058624245,0.050462663
0.002804,0.061934063,-0.067177639,0.050476804
0.002805,0.061785961,0.015883283,0.049848985
0.002806,0.06163764,-0.004230041,0.049643189
0.002807,0.061489099,0.039741785,0.049356706
0.002808,0.06134034,0.003034659,0.049308769
0.002809,0.061191363,0.026493847,0.049034558
0.00281,0.061042169,-0.024338479,0.048892338
0.002811,0.060892758,-0.028749481,0.048503499
0.002812,0.06074313,0.135420652,0.048096091
0.002813,0.060593286,0.043649124,0.048511755
0.002814,0.060443228,-0.035788542,0.048491087
0.002815,0.060292954,0.003001557,0.048098743
0.002816,0.060142466,0.037765151,0.04784089
0.002817,0.059991765,0.107700739,0.04780928
0.002818,0.05984085,0.103597857,0.048098121
0.002819,0.059689723,-0.037320831,0.04836344
0.00282,0.059538384,0.034958305,0.04790961
0.002821,0.059386833,0.053590747,0.047856621
0.002822,0.059235071,0.160601714,0.047851667
0.002823,0.059083099,0.041182488,0.048454814
0.002824,0.058930917,-0.095755593,0.048385955
0.002825,0.058778525,-0.010018589,0.047613252
0.002826,0.058625925,0.030848542,0.047293361
0.002827,0.058473116,0.096903193,0.047230206
0.002828,0.0583201,0.074115408,0.047490243
0.002829,0.058166876,0.085129674,0.047630735
0.00283,0.058013445,0.036092984,0.04781615
0.002831,0.057859809,0.067636754,0.047711749
0.002832,0.057705967,0.147949975,0.04782543
0.002833,0.05755192,0.045165006,0.04836075
0.002834,0.057397668,0.031985145,0.04833857
0.002835,0.057243213,0.158265382,0.048205797
0.002836,0.057088554,0.135788337,0.048767317
0.002837,0.056933692,0.058577648,0.049199942
0.002838,0.056778628,0.152935222,0.049258254
0.002839,0.056623362,-0.040221447,0.049801268
0.00284,0.056467895,0.103445005,0.049352355
0.002841,0.056312227,0.082768854,0.04960265
0.002842,0.05615636,-0.001099623,0.049767405
0.002843,0.056000292,0.072023668,0.049557518
0.002844,0.055844026,-0.014190364,0.049659014
0.002845,0.055687562,0.123972101,0.049297407
0.002846,0.055530899,0.090636764,0.049683951
0.002847,0.055374039,0.110108024,0.049880989
0.002848,0.055216983,0.164854498,0.050192878
0.002849,0.05505973,0.065822089,0.050769899
0.00285,0.054902282,0.0923357,0.050818965
0.002851,0.054744638,0.140206157,0.051038504
0.002852,0.0545868,0.246206887,0.051475033
0.002853,0.054428769,0.11628284,0.052468807
0.002854,0.054270543,0.075323436,0.052791074
0.002855,0.054112125,-0.017371519,0.052847967
0.002856,0.053953515,0.169054788,0.052476168
0.002857,0.053794713,0.090034366,0.053091664
0.002858,0.05363572,-0.011202449,0.053289682
0.002859,0.053476536,0.112260126,0.05296034
0.00286,0.053317162,0.076248839,0.053267941
0.002861,0.053157599,0.11972502,0.053374134
0.002862,0.052997847,0.205845709,0.053677119
0.002863,0.052837906,0.095331681,0.054420084
0.002864,0.052677778,0.057582329,0.054633699
0.002865,0.052517463,0.210829555,0.054637603
0.002866,0.052356961,0.27009176,0.055443455
0.002867,0.052196273,0.017146868,0.056502689
0.002868,0.0520354,0.018628056,0.056295656
0.002869,0.051874342,-0.013911336,0.056096479
0.00287,0.051713099,0.165519245,0.055751495
0.002871,0.051551673,0.247648249,0.05628261
0.002872,0.051390063,0.022702972,0.057255454
0.002873,0.051228271,0.126125354,0.057077497
0.002874,0.051066297,0.229011732,0.057417873
0.002875,0.050904142,0.113897612,0.058260489
0.002876,0.050741805,0.036332507,0.058518112
0.002877,0.050579289,0.156912177,0.058379177
0.002878,0.050416592,0.078454155,0.058877856
0.002879,0.050253717,0.086825496,0.058906853
0.00288,0.050090663,0.077202216,0.059044175
0.002881,0.04992743,0.091104802,0.059138425
0.002882,0.049764021,0.101706991,0.059269704
0.002883,0.049600435,0.30414986,0.059510075
0.002884,0.049436672,0.097102119,0.060731255
0.002885,0.049272734,0.113992816,0.060946669
0.002886,0.049108621,0.199323267,0.061222848
0.002887,0.048944333,0.141295605,0.061915264
0.002888,0.048779872,0.064397359,0.062310897
0.002889,0.048615237,0.148514739,0.062311735
0.00289,0.048450429,0.067150208,0.062708177
0.002891,0.048285449,0.124483453,0.062715232
0.002892,0.048120298,0.1737861,0.06306529
0.002893,0.047954976,-0.005031464,0.063598737
0.002894,0.047789483,0.154541996,0.063235156
0.002895,0.04762382,0.115775541,0.06371671
0.002896,0.047457989,0.212288063,0.064014427
0.002897,0.047291988,0.128883919,0.064756408
0.002898,0.04712582,0.113526662,0.065056026
0.002899,0.046959484,0.172669939,0.065263115
0.0029,0.046792981,0.111818872,0.065791517
0.002901,0.046626312,0.232507173,0.066013835
0.002902,0.046459478,0.137493805,0.066841677
0.002903,0.046292478,0.221079797,0.06718944
0.002904,0.046125314,0.211390264,0.067995407
0.002905,0.045957986,0.162157216,0.068719238
0.002906,0.045790495,0.122995369,0.069159292
0.002907,0.045622841,0.070192165,0.06941589
0.002908,0.045455025,0.095388649,0.069419481
0.002909,0.045287047,0.111391257,0.06952139
0.00291,0.045118908,0.172807537,0.069760084
0.002911,0.04495061,0.133186167,0.070320144
0.002912,0.044782151,0.271125492,0.070623688
0.002913,0.044613533,0.115182939,0.071608506
0.002914,0.044444757,0.239479657,0.071821585
0.002915,0.044275823,0.168032953,0.072665818
0.002916,0.044106732,0.129607508,0.073173389
0.002917,0.043937484,0.284854516,0.073439717
0.002918,0.043768079,0.170266452,0.074536353
0.002919,0.04359852,0.054584194,0.075003818
0.00292,0.043428805,0.100461768,0.07485579
0.002921,0.043258936,0.188679316,0.07495372
0.002922,0.043088913,0.124396682,0.075486958
0.002923,0.042918738,0.124112764,0.075735956
0.002924,0.042748409,0.196786869,0.076000094
0.002925,0.042577929,0.164589851,0.076565988
0.002926,0.042407298,0.352568734,0.077015892
0.002927,0.042236516,0.208893031,0.078422368
0.002928,0.042065583,0.11364944,0.07906948
0.002929,0.041894502,0.210339018,0.079210922
0.00293,0.041723271,0.190233793,0.079848915
0.002931,0.041551893,0.142445238,0.080417365
0.002932,0.041380366,0.178220401,0.080754735
0.002933,0.041208693,0.22873104,0.081280679
0.002934,0.041036873,0.099550118,0.082060128
0.002935,0.040864907,0.1281178,0.082133897
0.002936,0.040692797,0.070474225,0.082358129
0.002937,0.040520541,0.152602782,0.082309708
0.002938,0.040348142,0.124552794,0.082660988
0.002939,0.040175599,0.137185097,0.082883932
0.00294,0.040002914,0.172400734,0.083167344
0.002941,0.039830086,0.15252324,0.083586961
0.002942,0.039657117,0.006538948,0.083926938
0.002943,0.039484007,0.081312936,0.083517127
0.002944,0.039310757,0.181997573,0.083461553
0.002945,0.039137367,0.144024926,0.083943471
0.002946,0.038963838,0.186475183,0.084257111
0.002947,0.03879017,0.174293393,0.084757358
0.002948,0.038616365,0.150683029,0.085178256
0.002949,0.038442422,0.204075233,0.085489824
0.00295,0.038268343,0.088039863,0.08606717
0.002951,0.038094128,0.071291846,0.086039349
0.002952,0.037919778,0.029267081,0.085921749
0.002953,0.037745293,0.18930088,0.085633554
0.002954,0.037570673,0.177064838,0.086123206
0.002955,0.037395921,0.156619007,0.086576998
0.002956,0.037221035,0.236273013,0.086903378
0.002957,0.037046017,0.069587254,0.087659024
0.002958,0.036870868,0.270476489,0.087549984
0.002959,0.036695587,0.206817494,0.08848545
0.00296,0.036520176,0.139546808,0.089065164
0.002961,0.036344636,0.090791071,0.089330859
0.002962,0.036168966,0.203922756,0.089310214
0.002963,0.035993167,0.187570119,0.089893401
0.002964,0.035817241,0.087793237,0.090369701
0.002965,0.035641188,0.143301923,0.090350069
0.002966,0.035465008,0.025357964,0.090595573
0.002967,0.035288702,0.198499008,0.090264283
0.002968,0.03511227,0.170860048,0.090802766
0.002969,0.034935714,0.120963493,0.091218472
0.00297,0.034759034,0.219903913,0.09138339
0.002971,0.03458223,0.166265211,0.092050605
0.002972,0.034405303,0.183964684,0.092402883
0.002973,0.034228254,0.123326598,0.092853412
0.002974,0.034051084,0.150328084,0.09298721
0.002975,0.033873792,0.134270797,0.093270943
0.002976,0.03369638,0.089199641,0.093484983
0.002977,0.033518848,0.077113202,0.093444943
0.002978,0.033341198,0.23775888,0.093336761
0.002979,0.033163429,-0.015520267,0.094042502
0.00298,0.032985541,0.029300007,0.093482658
0.002981,0.032807537,0.094896663,0.093160339
