,signal,deniosed,model_output
471,-0.9685831611286307,-1.912368849842098,[-0.00102741]
472,-0.9822872507286883,-0.19089066741592295,[0.00214296]
473,-0.992114701314478,-0.4581729220534987,[-0.0023892]
474,-0.9980267284282717,-0.9767645750250448,[-0.00231419]
475,-1.0,-0.22285408872577694,[-0.00159944]
476,-0.9980267284282718,-1.1725805238209244,[-0.0023892]
477,-0.9921147013144783,-1.0428975537471326,[-0.00109885]
478,-0.9822872507286887,-0.046207454129046394,[-0.00144566]
479,-0.9685831611286313,-0.8934721793520654,[-0.00236238]
480,-0.951056516295154,-0.673840515597629,[-0.00177158]
481,-0.9297764858882532,-1.2987580317513028,[-0.00211672]
482,-0.9048270524660188,-0.3615719585470654,[-0.00070149]
483,-0.8763066800438647,-1.055523482626535,[-0.00236148]
484,-0.8443279255020165,-0.22283553239569337,[-0.00141452]
485,-0.8090169943749491,-0.8359169510394938,[-0.00238914]
486,-0.7705132427757891,0.1549755452278518,[-0.00187696]
487,-0.7289686274214117,-0.35542579776696626,[-0.0022592]
488,-0.684547105928689,-1.1861115529330173,[-0.00236375]
489,-0.6374239897486931,-0.14034738631390037,[-0.00105909]
490,-0.5877852522924712,-0.1211398825049863,[-0.00238467]
491,-0.5358267949789979,-0.9634539309643105,[-0.00238169]
492,-0.48175367410171693,-0.11472647704781733,[-0.0016285]
493,-0.4257792915650747,-0.19632249902640506,[-0.00238038]
494,-0.3681245526846771,0.8769253910185788,[-0.00238932]
495,-0.3090169943749469,0.19990917602340394,[-0.00148512]
496,-0.2486898871648546,-0.37274815062581246,[-0.00222702]
497,-0.18738131458572826,1.2943942133127102,[-0.00235737]
498,-0.12533323356430123,1.0066031100364852,[-0.0009547]
499,-0.06279051952931425,0.6572821184556351,[-0.00131685]
500,-1.2246467991473533e-15,0.8794195214860503,[-0.00176252]
501,0.06279051952931179,1.177753966066285,[-0.0014819]
502,0.1253332335642988,0.9092814739951096,[-0.00109769]
503,0.18738131458572585,0.9118921469821004,[-0.00144321]
504,0.2486898871648522,0.7309805200635293,[-0.00143982]
505,0.30901699437494456,0.8931794449001151,[-0.0016715]
506,0.3681245526846748,0.5343997802336717,[-0.00146414]
507,0.4257792915650725,0.5787664518045824,[-0.00190682]
508,0.4817536741017148,-0.2046606030809155,[-0.00185586]
509,0.5358267949789959,1.1387664549070704,[-0.00238944]
510,0.5877852522924693,0.48087103796427316,[-0.00114686]
511,0.6374239897486885,0.6731673781671712,[-0.00196601]
512,0.6845471059286898,1.452730050234502,[-0.00174309]
513,0.72896862742141,1.1982497051637133,[-0.00077493]
514,0.7705132427757853,2.0586578173361456,[-0.00107206]
515,0.8090169943749498,0.6757874243165412,[-0.00035221]
516,0.8443279255020152,0.9420236054552722,[-0.00173981]
517,0.8763066800438618,0.39559732539188924,[-0.00140072]
518,0.9048270524660192,0.9944855537775084,[-0.00205488]
519,0.9297764858882523,1.2893317346491402,[-0.00133247]
520,0.9510565162951532,1.0300393354777466,[-0.00096077]
521,0.9685831611286316,1.9377927810253577,[-0.00128634]
522,0.9822872507286883,-0.4683056224187062,[-0.0003928]
523,0.992114701314478,0.5603770948746476,[-0.00230778]
524,0.9980267284282713,0.43574540685830376,[-0.00187714]
525,1.0,-0.7641215002367201,[-0.00201393]
526,0.9980267284282718,0.9622200458021251,[-0.00199345]
527,0.9921147013144788,0.36661329819004607,[-0.00137443]
528,0.9822872507286882,0.7417867045377498,[-0.00208343]
529,0.9685831611286314,-0.6996366154735467,[-0.00165797]
530,0.9510565162951551,-0.1340141004165953,[-0.00208399]
531,0.929776485888252,-0.9275777330932216,[-0.00238384]
532,0.9048270524660189,0.07127015668303027,[-0.00170393]
533,0.8763066800438647,0.22865362776123202,[-0.00231064]
534,0.8443279255020146,0.27650288145793167,[-0.0022049]
535,0.8090169943749492,-0.1488350886887145,[-0.00216562]
536,0.7705132427757891,0.8759389344330131,[-0.00238592]
537,0.7289686274214141,-0.5797328320093008,[-0.00148643]
538,0.6845471059286891,-0.7546448993283346,[-0.00221912]
539,0.6374239897486932,-0.11525676443994524,[-0.0020074]
540,0.5877852522924742,-0.049616295845119285,[-0.0023805]
541,0.535826794978995,-0.08862818888299587,[-0.00236351]
542,0.48175367410171704,-0.10346658560311084,[-0.00237472]
543,0.42577929156507804,-0.8357920617896937,[-0.00237811]
544,0.3681245526846739,-0.05566247332269704,[-0.00187726]
545,0.309016994374947,1.4486743161938367,[-0.00236554]
546,0.24868988716485815,0.70763812306609,[-0.00077922]
547,0.1873813145857249,1.3051323770524692,[-0.00170059]
548,0.12533323356430134,-0.34485130571647826,[-0.000942]
549,0.06279051952931436,0.4552826825592436,[-0.00236738]
550,4.899825157862589e-15,0.024898311616372945,[-0.00199348]
551,-0.06279051952931168,-0.6622264406901205,[-0.00233401]
552,-0.12533323356429868,-0.10279043260733245,[-0.00213075]
553,-0.18738131458572224,0.23923742213954868,[-0.00237799]
554,-0.24868988716485554,0.12896988999165737,[-0.0021965]
555,-0.30901699437494445,-0.5635258344562453,[-0.00227631]
556,-0.3681245526846714,0.3643470338434318,[-0.00223423]
557,-0.4257792915650756,0.06515262339938407,[-0.00208551]
558,-0.4817536741017147,0.2425881025832093,[-0.00231386]
559,-0.5358267949789928,0.6835546792944432,[-0.00219382]
560,-0.587785252292472,-0.12793248277533165,[-0.00173039]
561,-0.6374239897486911,-0.23044928355316913,[-0.00238282]
562,-0.6845471059286872,-0.34830666952059125,[-0.00238884]
563,-0.7289686274214123,-0.6566138382315359,[-0.00236613]
564,-0.7705132427757875,0.34835260391341033,[-0.00213746]
565,-0.8090169943749477,-1.2879941443684628,[-0.00210083]
566,-0.8443279255020132,0.0617979999391286,[-0.00073773]
567,-0.8763066800438635,-1.621088123869245,[-0.00231565]
568,-0.9048270524660177,-1.5999389813346432,[0.00059741]
569,-0.929776485888251,0.007154654388449875,[0.00049912]
570,-0.9510565162951542,-1.1825111391450454,[-0.00234199]
571,-0.9685831611286306,-0.10747323194273622,[-0.00106967]
572,-0.9822872507286876,-1.2799322993191915,[-0.00237895]
573,-0.9921147013144784,-0.8718473154725694,[-0.00076462]
574,-0.9980267284282716,-0.4611107272857953,[-0.0018125]
575,-1.0,-1.04387365987468,[-0.00231246]
576,-0.9980267284282716,0.16875608625335217,[-0.0014433]
577,-0.9921147013144783,-0.17456751888283578,[-0.00224961]
578,-0.9822872507286888,-0.16274449708815608,[-0.00238848]
579,-0.9685831611286323,-0.4206618631394092,[-0.00238741]
580,-0.951056516295154,0.4672332071653704,[-0.00233538]
581,-0.9297764858882533,-0.9075298690003012,[-0.00198067]
582,-0.9048270524660205,-0.10776333950396358,[-0.00174422]
583,-0.8763066800438631,-0.6701481007434592,[-0.00237901]
584,-0.8443279255020166,-0.8798359276172355,[-0.00212125]
585,-0.8090169943749514,-0.059825837012292674,[-0.00179756]
586,-0.770513242775787,-1.0320335732224548,[-0.00236667]
587,-0.7289686274214118,-0.39143718351519663,[-0.00147194]
588,-0.6845471059286918,-1.1967027715831187,[-0.00234953]
589,-0.6374239897486905,-0.8583190282815525,[-0.00102744]
590,-0.5877852522924714,0.10093567929149322,[-0.00183729]
591,-0.5358267949789981,0.26020849544980196,[-0.00229365]
592,-0.48175367410171405,-0.5564756284559529,[-0.00217927]
593,-0.42577929156507494,0.6806337653347123,[-0.00224058]
594,-0.3681245526846773,-0.40839888540008057,[-0.00173379]
595,-0.3090169943749505,0.21144559105654198,[-0.00234161]
596,-0.24868988716485482,0.48163689388431097,[-0.00221831]
597,-0.18738131458572851,-1.3302906912394785,[-0.00196523]
598,-0.12533323356430498,-0.967594147875274,[-0.00059272]
599,-0.06279051952931095,-0.25076789131517185,[-0.00161953]
600,-1.4695761589768238e-15,-0.8711121503629644,[-0.00238723]
601,0.062790519529308,-0.6842769690167391,[-0.00181384]
602,0.12533323356430207,-0.1334751012413619,[-0.00210369]
603,0.18738131458572563,0.30341842664975716,[-0.00238378]
604,0.248689887164852,-1.6123581346722595,[-0.00214196]
605,0.30901699437494773,-0.6665808981735526,[0.00055661]
606,0.3681245526846746,-0.1612066935590546,[-0.00212554]
607,0.42577929156507227,-1.1147555673361729,[-0.00238723]
608,0.4817536741017115,-0.277617561488921,[-0.00126103]
609,0.5358267949789957,0.23824635984010156,[-0.00238366]
610,0.587785252292469,0.6007626644525428,[-0.00219727]
611,0.6374239897486883,-0.18533994879763957,[-0.00183011]
612,0.6845471059286896,-0.7682000226874776,[-0.00238908]
613,0.7289686274214098,0.5037884415178708,[-0.00198723]
614,0.7705132427757851,1.0727844561448032,[-0.00194097]
615,0.8090169943749497,0.6350231906128156,[-0.00123114]
616,0.8443279255020151,-0.12838631126079458,[-0.00178934]
617,0.8763066800438617,0.04343379510894127,[-0.00238288]
618,0.9048270524660192,0.1959695507437913,[-0.00232513]
619,0.9297764858882522,0.5121225945468125,[-0.00223]
620,0.9510565162951531,0.6941915398644589,[-0.00193173]
621,0.9685831611286315,1.376682482929019,[-0.00171716]
622,0.9822872507286883,0.8468781689021802,[-0.00085879]
623,0.992114701314478,0.031688664176823686,[-0.00152398]
624,0.9980267284282713,0.5708308599880899,[-0.00233079]
625,1.0,-0.004626749957407673,[-0.00186516]
626,0.9980267284282718,0.24188630887478135,[-0.00234688]
627,0.9921147013144788,0.20947037583478947,[-0.00219435]
628,0.9822872507286882,0.35101949590282205,[-0.00221974]
629,0.9685831611286314,-0.01043926404119662,[-0.00209839]
630,0.9510565162951552,0.07290101401872007,[-0.00234921]
631,0.9297764858882521,1.0499513607860327,[-0.00230981]
632,0.904827052466019,1.584454620482629,[-0.00126065]
633,0.8763066800438648,0.6304553613003895,[-0.00064207]
634,0.8443279255020147,0.7485635598114873,[-0.00179476]
635,0.8090169943749493,0.6163205893266133,[-0.00164939]
636,0.7705132427757894,-0.031954017070329466,[-0.00181163]
637,0.7289686274214143,0.2339784190210386,[-0.00235737]
638,0.6845471059286893,0.8836149727801712,[-0.00220073]
639,0.6374239897486934,0.7808100403318946,[-0.00147641]
640,0.5877852522924744,1.4604714942477706,[-0.00160856]
641,0.5358267949789952,0.5919380603227706,[-0.00076652]
642,0.48175367410171727,1.106920748373451,[-0.00184036]
643,0.42577929156507827,0.5437863744958824,[-0.00118733]
644,0.36812455268467414,0.1452933303673758,[-0.00189615]
645,0.30901699437494723,0.32546592004995917,[-0.0022657]
646,0.24868988716485838,0.3013621410338137,[-0.00212211]
647,0.18738131458572513,1.5687511511227445,[-0.00214387]
648,0.1253332335643016,1.7967474434700046,[-0.00065703]
649,0.06279051952931461,0.4976223158105497,[-0.00047094]
650,-1.9606728399089416e-15,0.831299732184561,[-0.00194783]
651,-0.06279051952931143,1.5652652962830975,[-0.00154395]
652,-0.12533323356429843,0.6991405208847541,[-0.00066031]
653,-0.18738131458572202,0.8205775336785208,[-0.00171114]
654,-0.2486898871648553,1.194243750384351,[-0.00155777]
655,-0.30901699437494423,1.4786788008013354,[-0.001077]
656,-0.3681245526846712,0.24589283639804382,[-0.00074733]
657,-0.4257792915650754,0.19679888382789668,[-0.00219101]
658,-0.4817536741017145,1.4903400739023636,[-0.00222934]
659,-0.5358267949789925,0.6492865702092578,[-0.00073511]
660,-0.5877852522924718,0.49188217993057876,[-0.00177217]
661,-0.637423989748691,0.2344372489633678,[-0.00195397]
662,-0.684547105928687,-1.1205827120183294,[-0.00220031]
663,-0.7289686274214121,0.4303287090612519,[-0.00124521]
664,-0.7705132427757873,0.9769061119606728,[-0.00201947]
665,-0.8090169943749475,-0.18207220752148706,[-0.0013553]
666,-0.8443279255020131,0.4405197615338847,[-0.00238878]
667,-0.8763066800438634,-0.8320555671900157,[-0.00200904]
668,-0.9048270524660176,-0.04270512686831429,[-0.0018836]
669,-0.9297764858882509,-0.10832348269285846,[-0.00236119]
670,-0.9510565162951542,-1.5249834343961637,[-0.00237919]
671,-0.9685831611286306,-0.12694634890183717,[0.00016614]
672,-0.9822872507286876,-0.5174760659859724,[-0.00238264]
673,-0.9921147013144784,-0.3869262949961282,[-0.00227297]
674,-0.9980267284282716,-1.4046712081828334,[-0.00235144]
675,-1.0,0.033710740180846285,[-0.00032059]
676,-0.9980267284282716,0.040653389314612126,[-0.00232995]
677,-0.9921147013144783,0.3034997714665504,[-0.0023265]
678,-0.9822872507286888,-0.742666837295121,[-0.0021419]
679,-0.9685831611286323,-1.349351488511549,[-0.00202493]
680,-0.9510565162951541,-1.2754809554089928,[-0.00052501]
681,-0.9297764858882535,-0.02630359600462566,[-0.00077931]
682,-0.9048270524660206,0.03793077502987452,[-0.00235528]
683,-0.8763066800438633,-0.516367569617697,[-0.00232787]
684,-0.8443279255020167,-0.24588945311146004,[-0.00227384]
685,-0.8090169943749516,-0.5983267911272881,[-0.00238777]
686,-0.7705132427757871,-0.06659521832303367,[-0.00220094]
687,-0.728968627421412,-1.776006621335899,[-0.0023687]
688,-0.684547105928692,-1.4984463745488097,[0.00137406]
689,-0.6374239897486907,-0.8068353890081522,[5.375594e-05]
690,-0.5877852522924716,-1.0855929047020623,[-0.00192613]
691,-0.5358267949789983,-0.6129496532266666,[-0.00133819]
692,-0.48175367410171427,0.179360331024606,[-0.00218589]
693,-0.42577929156507516,-0.23261679259251034,[-0.00224204]
694,-0.3681245526846776,-0.47477715248365016,[-0.00238872]
695,-0.3090169943749507,-1.3697144510184291,[-0.00230352]
696,-0.24868988716485507,-0.26635105797825426,[-0.00045116]
697,-0.18738131458572874,-1.4200025371244354,[-0.00238539]
698,-0.12533323356430523,-0.44539083241063476,[-0.00026182]
699,-0.06279051952931118,-0.9223722625079783,[-0.00232185]
700,-1.7145055188062944e-15,-1.0005182825327203,[-0.00171454]
701,0.06279051952930777,-0.13523882769439877,[-0.001546]
702,0.12533323356430184,-0.25524323980169106,[-0.00238407]
703,0.18738131458572538,0.279653890104262,[-0.00238688]
704,0.24868988716485174,-0.9228920894290973,[-0.0021627]
705,0.30901699437494745,0.0989547919993739,[-0.00171346]
706,0.36812455268467437,-0.14627687804766257,[-0.00229491]
707,0.42577929156507205,-0.708554345617302,[-0.0023855]
708,0.48175367410171127,-1.2749840096258038,[-0.00207225]
709,0.5358267949789954,0.09523737814410974,[-0.00078095]
710,0.5877852522924688,-0.569064594462605,[-0.00229711]
711,0.6374239897486881,-0.17357150596683113,[-0.00222919]
712,0.6845471059286894,-0.4922746039279587,[-0.00238837]
713,0.7289686274214096,-0.6340588643977054,[-0.00229157]
714,0.7705132427757849,0.1161634321526443,[-0.00216318]
715,0.8090169943749496,0.35530369381951865,[-0.00228442]
716,0.8443279255020149,0.47421464903975424,[-0.00209422]
717,0.8763066800438616,0.8946377209234003,[-0.00197316]
718,0.9048270524660191,0.5822813826764157,[-0.00146223]
719,0.9297764858882522,-1.0678989152010305,[-0.0018518]
720,0.951056516295153,0.23592356743496012,[-0.00138346]
721,0.9685831611286315,0.28926001390334954,[-0.00219912]
722,0.9822872507286882,-0.8827940471136927,[-0.00215448]
723,0.9921147013144779,0.7492133007253013,[-0.00179196]
724,0.9980267284282713,1.3920472749615505,[-0.00164855]
725,1.0,-0.19642089163432547,[-0.00084145]
726,0.9980267284282718,-0.08891245025455174,[-0.00238938]
727,0.9921147013144788,1.2031097557794745,[-0.00237472]
728,0.9822872507286882,0.6795299102941735,[-0.0010661]
729,0.9685831611286315,0.5543047080702195,[-0.00173528]
730,0.9510565162951552,0.6390181461380275,[-0.00188417]
731,0.9297764858882522,0.7137769866414916,[-0.00178445]
732,0.9048270524660191,0.4034725244101748,[-0.00169302]
733,0.8763066800438649,1.1151407147540553,[-0.00204695]
734,0.8443279255020149,1.3498647031196271,[-0.00117684]
735,0.8090169943749496,0.5562147672519205,[-0.00088943]
736,0.7705132427757895,1.8959120982564308,[-0.0018819]
737,0.7289686274214144,-0.000769795895642994,[-0.00041277]
738,0.6845471059286894,0.10339814946814309,[-0.00234533]
739,0.6374239897486935,0.0006538504599915007,[-0.00229228]
740,0.5877852522924746,1.090087761919069,[-0.00234468]
741,0.5358267949789954,1.4183908255154045,[-0.00120897]
742,0.4817536741017175,0.542007143604252,[-0.00081218]
743,0.4257792915650785,0.9313967694169878,[-0.00189812]
744,0.36812455268467437,0.7327310372049608,[-0.00141454]
745,0.30901699437494745,1.6569911521664404,[-0.00166935]
746,0.24868988716485863,1.3301264626201506,[-0.0005771]
747,0.18738131458572538,0.2673410621998718,[-0.00091249]
748,0.12533323356430184,-0.01362358560863261,[-0.00217325]
749,0.06279051952931486,0.8243102960360087,[-0.00235058]
750,5.3896838775215305e-15,-0.04121644296955171,[-0.00155301]
751,-0.06279051952931118,1.2460348470090221,[-0.00236077]
752,-0.12533323356429818,0.8521467501767812,[-0.00101305]
753,-0.18738131458572177,-0.7314655704630444,[-0.00151712]
754,-0.24868988716485507,0.18868951572729126,[-0.0020409]
755,-0.30901699437494395,-0.22875531940638233,[-0.00223536]
756,-0.368124552684671,-1.0750352647786452,[-0.00238884]
757,-0.42577929156507516,-0.6620147777453965,[-0.0013654]
758,-0.48175367410171427,-1.7319067411200266,[-0.00213096]
759,-0.5358267949789923,0.10916583218945376,[0.00114261]
760,-0.5877852522924716,0.8806274234864664,[-0.00228877]
761,-0.6374239897486907,0.5016439575180514,[-0.00148035]
762,-0.6845471059286867,0.18308890621703283,[-0.00194336]
763,-0.728968627421412,-0.9557359454170458,[-0.00223941]
764,-0.7705132427757871,-0.2108841792925228,[-0.00164516]
765,-0.8090169943749473,-1.0919494134639551,[-0.0023895]
766,-0.844327925502013,-0.9513223602634062,[-0.00132159]
767,-0.8763066800438633,-0.36228135377163084,[-0.00165448]
768,-0.9048270524660175,-0.5286658540063485,[-0.00236131]
769,-0.9297764858882508,-1.020269163495814,[-0.002264]
770,-0.9510565162951541,-0.3385122378430906,[-0.00149999]
771,-0.9685831611286305,-2.194340190767721,[-0.00236941]
772,-0.9822872507286875,-1.3525657653872127,[0.00399338]
773,-0.9921147013144783,-0.44934457266808464,[-0.0005135]
774,-0.9980267284282716,-1.6929667107491349,[-0.00231955]
775,-1.0,-0.9599246016399999,[0.00094511]
776,-0.9980267284282716,-1.4774538470814247,[-0.00163615]
777,-0.9921147013144784,-1.32436044824568,[-3.311783e-05]
778,-0.9822872507286889,-0.8879519955774928,[-0.00061334]
779,-0.9685831611286324,-1.3084747951085047,[-0.00178219]
780,-0.9510565162951542,-1.4728008225331464,[-0.00066838]
781,-0.9297764858882536,0.8196130404799501,[-5.225092e-05]
782,-0.9048270524660207,0.4940435003119331,[-0.00155903]
783,-0.8763066800438634,-1.2030564692072947,[-0.00195176]
784,-0.8443279255020169,-1.460359469970395,[-0.00100831]
785,-0.8090169943749517,0.015006630524082132,[-0.00010256]
786,-0.7705132427757873,-0.46524369527852816,[-0.00233854]
787,-0.7289686274214121,-0.19923787542895272,[-0.00230975]
788,-0.6845471059286922,0.18108124010836119,[-0.0023895]
789,-0.637423989748691,-0.1555770750046651,[-0.00224084]
790,-0.5877852522924718,-2.219438702987279,[-0.00238664]
791,-0.5358267949789985,-1.4062912038901536,[0.00417545]
792,-0.4817536741017145,-0.9227531108610507,[-0.00031442]
793,-0.4257792915650754,-1.5987093895560398,[-0.00171373]
794,-0.3681245526846778,-0.029138320258347172,[0.00049352]
795,-0.30901699437495095,-0.889581959364635,[-0.00235636]
796,-0.2486898871648553,0.18705038286545211,[-0.00177903]
797,-0.187381314585729,0.0458781539620543,[-0.00223655]
798,-0.12533323356430548,0.3040146183313236,[-0.00232387]
799,-0.06279051952931143,0.4933590277881924,[-0.00214154]
800,-1.959434878635765e-15,-0.07631036385433965,[-0.00195236]
801,0.06279051952930752,-0.6038105091169298,[-0.00237144]
802,0.1253332335643016,0.10971668373515574,[-0.00219534]
803,0.18738131458571816,0.11982494992907433,[-0.00228841]
804,0.24868988716484464,-1.3103610702179753,[-0.00228215]
805,0.30901699437494723,0.20312210745448447,[-0.00066189]
806,0.36812455268468075,-0.6773201389111652,[-0.00222457]
807,0.4257792915650718,-0.5768310512846971,[-0.00211237]
808,0.48175367410171105,1.4888591405916287,[-0.00222195]
809,0.5358267949789952,0.21196720735527552,[-0.00073672]
810,0.5877852522924687,0.6627887335693045,[-0.0022179]
811,0.6374239897486879,0.7387010463548545,[-0.00175572]
812,0.6845471059286841,1.070233528254223,[-0.00166184]
813,0.7289686274214143,0.8627608228794184,[-0.00123442]
814,0.7705132427757894,1.0776796228473557,[-0.00150359]
815,0.8090169943749493,0.2918647470591267,[-0.00122482]
816,0.8443279255020147,-0.2179641900350081,[-0.00215221]
817,0.8763066800438614,1.0860950682725388,[-0.00238938]
818,0.904827052466019,1.1140732689151127,[-0.00121403]
819,0.9297764858882495,-0.47910798740321187,[-0.00117833]
820,0.9510565162951508,1.6921919558521399,[-0.00230075]
821,0.9685831611286314,0.29953359420719866,[-0.00054789]
822,0.9822872507286895,0.20800050082542004,[-0.00214554]
823,0.9921147013144779,0.3690285455202315,[-0.00222094]
824,0.9980267284282713,0.9452493398301501,[-0.00208098]
825,1.0,1.2836744232842132,[-0.00139654]
826,0.9980267284282718,1.3479727693447718,[-0.00096751]
827,0.9921147013144789,0.24824140208201434,[-0.00089169]
828,0.9822872507286896,1.749254636589602,[-0.00218905]
829,0.9685831611286333,0.696933014282504,[-0.00050414]
830,0.9510565162951531,0.5603058206005127,[-0.00171382]
831,0.9297764858882522,2.7869021711314073,[-0.00187726]
832,0.9048270524660192,1.0462986964505052,[-0.00075502]
833,0.8763066800438651,2.357105475828148,[-0.00126535]
834,0.8443279255020151,0.5793057918870567,[-0.000372]
835,0.8090169943749497,0.43114510127471056,[-0.0018552]
836,0.7705132427757941,0.5710049091206775,[-0.00201876]
837,0.7289686274214147,0.14701433358485783,[-0.00186486]
838,0.6845471059286845,0.6650067913761859,[-0.00226451]
839,0.6374239897486883,0.03854585336511347,[-0.00175304]
840,0.5877852522924748,1.4834415534555052,[-0.00232751]
841,0.5358267949789957,0.2728557439171168,[-0.00074244]
842,0.4817536741017177,0.9592482038351564,[-0.00216866]
843,0.4257792915650787,-0.029848080741119394,[-0.00137819]
844,0.3681245526846812,0.020002536687411254,[-0.00235672]
845,0.30901699437495445,0.5990580827787972,[-0.00233627]
846,0.24868988716485196,-0.028142692199697616,[-0.00183208]
847,0.18738131458572563,-0.44509936119508153,[-0.00235606]
848,0.12533323356430207,0.5881638524722954,[-0.00232197]
849,0.0627905195293151,0.19287352299975874,[-0.00184495]
850,-1.4708141202500005e-15,0.9518692342505984,[-0.0022322]
851,-0.06279051952931095,-0.14802891080503122,[-0.0013879]
852,-0.12533323356429796,0.18217659726614246,[-0.00238574]
853,-0.18738131458572152,-0.45245953762738866,[-0.00224007]
854,-0.24868988716484794,0.840636765713888,[-0.0023177]
855,-0.3090169943749505,0.2708788099893995,[-0.00153209]
856,-0.3681245526846773,0.2566466165932919,[-0.00217027]
857,-0.42577929156507494,-0.03386725581643295,[-0.00218225]
858,-0.48175367410171405,-0.05252186145214325,[-0.00235809]
859,-0.5358267949789921,-0.23735080416041232,[-0.0023644]
860,-0.5877852522924714,-1.0942934756997202,[-0.00238843]
861,-0.6374239897486851,-0.7930348396630337,[-0.00131548]
862,-0.6845471059286814,-0.872039605057517,[-0.00194839]
863,-0.7289686274214118,-0.3835342059481825,[-0.0018122]
864,-0.7705132427757915,-0.8875813254635145,[-0.00235299]
865,-0.8090169943749472,0.3807215475253575,[-0.00178287]
866,-0.8443279255020129,-0.1951772093736096,[-0.0020696]
867,-0.8763066800438631,-1.1442200521870736,[-0.00238938]
868,-0.9048270524660175,-1.2270693955744412,[-0.00117991]
869,-0.9297764858882508,-0.5788146118562173,[-0.00093461]
870,-0.9510565162951519,-0.9970380607758395,[-0.00222001]
871,-0.9685831611286323,0.14375628841126506,[-0.0015539]
872,-0.9822872507286888,-1.2916381857396895,[-0.00226665]
873,-0.9921147013144783,-0.9437432277830757,[-0.00072549]
874,-0.9980267284282716,-0.07120453244860409,[-0.00167052]
875,-1.0,-1.4476508007494608,[-0.00237007]
876,-0.9980267284282716,-1.9242877279328645,[-0.00015343]
877,-0.9921147013144784,-0.9594292103608976,[0.00221404]
878,-0.9822872507286903,-0.6912466022055159,[-0.0016372]
879,-0.9685831611286324,-1.380210940548503,[-0.00209487]
880,-0.9510565162951521,-1.6607978632387161,[-0.00041247]
881,-0.929776485888251,-0.39763562560620486,[0.0007868]
882,-0.9048270524660208,-0.6534516943568734,[-0.00234667]
883,-0.8763066800438635,-1.5930640595227004,[-0.00214113]
884,-0.844327925502017,-0.5799408930708612,[0.00046774]
885,-0.8090169943749518,-0.6573000287843772,[-0.002219]
886,-0.7705132427757919,0.15477706987191917,[-0.00213657]
887,-0.7289686274214171,-0.09826904787498097,[-0.00225932]
888,-0.6845471059286872,-1.7723558725347741,[-0.00237704]
889,-0.6374239897486911,-1.2805317830546012,[0.00135454]
890,-0.587785252292472,0.7140445299899196,[-0.00076259]
891,-0.5358267949789988,0.1821828323315181,[-0.0016926]
892,-0.4817536741017147,-0.07124378792089198,[-0.00224007]
893,-0.4257792915650756,-0.3058600449763017,[-0.00237013]
894,-0.36812455268468464,0.28641933639761313,[-0.00237811]
895,-0.3090169943749512,-0.8951815854569417,[-0.00215692]
896,-0.24868988716484866,0.5078875191530967,[-0.0017683]
897,-0.18738131458572224,0.15144441086245983,[-0.0019365]
898,-0.12533323356430573,0.3729281297691579,[-0.00226159]
899,-0.06279051952931167,-0.5592058481113419,[-0.00207723]
900,-2.204364238465236e-15,0.20075240485130863,[-0.0022381]
901,0.06279051952930727,0.693617427490807,[-0.00222642]
902,0.12533323356430134,0.8700589141616669,[-0.00171793]
903,0.1873813145857179,0.4842022183926591,[-0.001494]
904,0.2486898871648444,-0.04625504021377481,[-0.00196249]
905,0.309016994374947,1.0768056789904015,[-0.00236244]
906,0.36812455268468053,0.5131970122133234,[-0.00122602]
907,0.4257792915650716,0.6890130255204852,[-0.0019306]
908,0.4817536741017108,1.2375938799294888,[-0.00172354]
909,0.535826794978995,0.4884046832777403,[-0.00102336]
910,0.5877852522924685,0.2960132431567787,[-0.0019579]
911,0.6374239897486877,0.6453221415203108,[-0.00214858]
912,0.684547105928684,1.8682210147698697,[-0.00177676]
913,0.7289686274214141,1.5393475173829636,[-0.00042743]
914,0.7705132427757891,0.7227169442749664,[-0.00068552]
915,0.8090169943749492,0.06547830244721647,[-0.00168175]
916,0.8443279255020146,0.5046963381074856,[-0.00231374]
917,0.8763066800438613,0.9369017483800143,[-0.0019399]
918,0.9048270524660189,0.45054575678412545,[-0.00140733]
919,0.9297764858882493,0.06341881683986804,[-0.00199843]
920,0.9510565162951506,-0.3251741099754378,[-0.00231487]
921,0.9685831611286314,0.5754940017293685,[-0.00237329]
922,0.9822872507286895,0.054316923448728516,[-0.00185973]
923,0.9921147013144779,-0.17770946779185265,[-0.00231952]
924,0.9980267284282713,1.308338949029021,[-0.0023886]
925,1.0,0.9012629340114623,[-0.00093818]
926,0.9980267284282719,0.6356061041329022,[-0.00145365]
927,0.9921147013144789,0.7450150487151868,[-0.00178856]
928,0.9822872507286896,-1.2886545508519212,[-0.00165392]
929,0.9685831611286334,1.1167742585392986,[-0.0007355]
930,0.9510565162951532,0.48032466460467016,[-0.00117487]
931,0.9297764858882523,1.182843602293005,[-0.0019666]
932,0.9048270524660192,-0.17871016531710043,[-0.00109125]
933,0.8763066800438652,0.33295033615115066,[-0.00238872]
934,0.8443279255020152,0.547150251365229,[-0.0021152]
935,0.8090169943749498,0.05477452644904157,[-0.00189228]
936,0.7705132427757944,0.07566975247639987,[-0.0023194]
937,0.7289686274214148,1.867446370363233,[-0.0023082]
938,0.6845471059286846,-0.07433316439650206,[-0.00042791]
939,0.6374239897486885,-0.024789007248770284,[-0.00237096]
940,0.587785252292475,0.8342319284789217,[-0.00235481]
