ID,deniosed_signal,model_output,ground_truth
704,6.235453791,5.107487202,5.248689887
705,5.656207694,5.0394907,5.309016994
706,4.65860671,4.397367477,5.368124553
707,6.088183556,4.866271496,5.425779292
708,5.529273059,5.196267128,5.481753674
709,5.526927472,5.236165047,5.535826795
710,6.947986608,4.987769127,5.587785252
711,5.886993096,4.618616581,5.63742399
712,6.594142247,5.1717062,5.684547106
713,5.764286566,4.935815334,5.728968627
714,5.847601789,4.934866905,5.770513243
715,5.646126351,5.549725056,5.809016994
716,6.31265635,5.084875107,5.844327926
717,6.452704971,5.394567966,5.87630668
718,6.87334762,5.032858372,5.904827052
719,5.582673954,5.068090439,5.929776486
720,6.578759998,4.983602524,5.951056516
721,5.456984556,5.270158291,5.968583161
722,6.400661845,5.332025051,5.982287251
723,5.986514572,5.517273426,5.992114701
724,4.786742798,4.957531929,5.998026728
725,6.279444207,5.387769222,6
726,5.419207308,4.906760216,5.998026728
727,4.729076229,5.309015274,5.992114701
728,5.720895532,5.127617836,5.982287251
729,5.4594023,4.660243988,5.968583161
730,5.102875015,5.255519867,5.951056516
731,6.43985849,4.891740322,5.929776486
732,5.985831099,4.641269207,5.904827052
733,6.168349296,5.014667511,5.87630668
734,6.062629473,4.90772438,5.844327926
735,6.163281506,4.770915985,5.809016994
736,4.956284358,5.326345444,5.770513243
737,5.217247948,5.127321243,5.728968627
738,4.467431723,5.206720352,5.684547106
739,5.176577284,5.160588264,5.63742399
740,5.203297885,5.204503059,5.587785252
741,5.066636074,4.718246937,5.535826795
742,4.842155278,4.813528061,5.481753674
743,5.709339126,4.560242653,5.425779292
744,5.030916978,4.798228741,5.368124553
745,4.971418504,4.808263779,5.309016994
746,4.046552079,4.757686138,5.248689887
747,4.610522422,4.678844929,5.187381315
748,5.552997385,5.009842396,5.125333234
749,4.831451217,4.74477911,5.06279052
750,4.404070855,4.72357893,5
751,4.998068137,4.448582649,4.93720948
752,4.817625002,4.603503227,4.874666766
753,4.242167359,4.945436478,4.812618685
754,4.410798364,4.675223827,4.751310113
755,4.07679368,4.541920662,4.690983006
756,3.175875559,4.733026981,4.631875447
757,4.270010299,4.670567989,4.574220708
758,3.617562285,4.49750185,4.518246326
759,4.346780869,4.543841839,4.464173205
760,4.531977221,4.455802441,4.412214748
761,3.998333161,4.297898769,4.36257601
762,3.594123265,4.504891872,4.315452894
763,3.100278884,4.360314846,4.271031373
764,4.163680597,4.525803089,4.229486757
765,3.083526273,4.579437256,4.190983006
766,3.25633751,4.437343597,4.155672074
767,3.464899313,4.356266499,4.12369332
768,4.604659098,4.290187836,4.095172948
769,3.325055018,4.477241516,4.070223514
770,3.869724115,4.28859663,4.048943484
771,3.793474372,4.307068348,4.031416839
772,3.868223903,4.335416317,4.017712749
773,4.037817044,4.60168314,4.007885299
774,3.882563301,4.315681934,4.001973272
775,4.816722494,4.408979416,4
776,3.962494889,4.393285275,4.001973272
777,4.179540152,4.408662796,4.007885299
778,3.856265319,4.446523666,4.017712749
779,3.80955234,4.411705017,4.031416839
780,4.46338875,4.670265675,4.048943484
781,4.373072419,4.429201126,4.070223514
782,3.559843365,4.481268406,4.095172948
783,3.671534534,4.406147003,4.12369332
784,5.47907485,4.396522999,4.155672074
785,5.352292853,4.559058189,4.190983006
786,5.146204984,4.533149242,4.229486757
787,4.087414652,4.350495338,4.271031373
788,4.435234143,4.369948387,4.315452894
789,4.432844884,4.915595055,4.36257601
790,6.111078614,4.86542654,4.412214748
791,5.051194572,4.786907673,4.464173205
792,4.810767076,4.458366871,4.518246326
793,6.078908918,4.550870419,4.574220708
794,4.198278932,4.550176144,4.631875447
795,3.759220152,5.181685448,4.690983006
796,4.454865296,4.752091408,4.751310113
797,3.821182822,4.668262959,4.812618685
798,6.308973277,5.167668343,4.874666766
799,5.231699864,4.486069679,4.93720948
800,5.277656157,4.386510372,5
801,5.02867426,4.556566715,5.06279052
802,4.190145875,4.398889542,5.125333234
803,5.652738408,5.26853466,5.187381315
804,6.323123467,4.819000721,5.248689887
805,6.153948478,4.836539268,5.309016994
806,5.970790832,4.743974686,5.368124553
807,5.706189667,4.483980656,5.425779292
808,5.487712513,4.986336708,5.481753674
809,5.41897037,5.274773598,5.535826795
810,5.850345038,5.200417995,5.587785252
811,7.066405749,5.120834351,5.63742399
812,5.449087405,5.00853157,5.684547106
813,6.282007996,4.919058323,5.728968627
814,5.800556614,4.891647339,5.770513243
815,6.174531719,5.069253922,5.809016994
816,5.475354425,5.600753307,5.844327926
817,5.287682686,4.903608799,5.87630668
818,5.913122445,5.256649971,5.904827052
819,5.58837393,5.048146248,5.929776486
820,5.229744348,5.209428787,5.951056516
821,5.186026528,4.914102077,5.968583161
822,6.493950393,4.840389252,5.982287251
823,6.485459579,5.096051216,5.992114701
824,4.604462987,4.959864616,5.998026728
825,5.153762147,4.8182621,6
826,7.008648477,4.801767826,5.998026728
827,4.384076228,5.350267887,5.992114701
828,4.090253,5.346512318,5.982287251
829,5.489899304,4.601620197,5.968583161
830,5.9266217,4.789719582,5.951056516
831,5.128153147,5.575940609,5.929776486
832,6.234004195,4.5362463,5.904827052
833,5.847473482,4.45905447,5.87630668
834,4.909669751,4.919939041,5.844327926
835,4.686655746,5.101840496,5.809016994
836,4.420994774,4.780225754,5.770513243
837,6.19808364,5.235527515,5.728968627
838,6.149579463,5.068033218,5.684547106
839,5.081638963,4.701979637,5.63742399
840,5.490395737,4.627562523,5.587785252
841,5.27778981,4.546765327,5.535826795
842,6.349699566,5.219754696,5.481753674
843,5.372226785,5.198504448,5.425779292
844,4.63242823,4.763149261,5.368124553
845,3.957483846,4.920137405,5.309016994
846,4.119762819,4.83659029,5.248689887
847,4.883722379,5.286501884,5.187381315
848,5.211425357,4.873226643,5.125333234
849,4.751858603,4.610354424,5.06279052
850,5.168971097,4.428080559,5
851,4.045387298,4.466273308,4.93720948
852,5.125439019,4.693026543,4.874666766
853,5.541352822,4.811326027,4.812618685
854,4.556091857,4.648718357,4.751310113
855,3.999493564,4.795386791,4.690983006
856,5.085910573,4.448307991,4.631875447
857,3.903311246,4.779220581,4.574220708
858,5.078862104,4.940705776,4.518246326
859,4.212282918,4.586743832,4.464173205
860,3.578852349,4.437609673,4.412214748
861,4.303318398,4.764709473,4.36257601
862,4.026582064,4.416158676,4.315452894
863,5.352169902,4.762136459,4.271031373
864,4.375527303,4.48968935,4.229486757
865,4.061469098,4.353674412,4.190983006
866,4.367689054,4.513866425,4.155672074
867,4.579618148,4.443888664,4.12369332
868,3.990894212,4.86537838,4.095172948
869,4.751094772,4.533837318,4.070223514
870,4.789922197,4.452130318,4.048943484
871,2.895870557,4.531637669,4.031416839
872,4.8909579,4.593943596,4.017712749
873,3.748341404,4.435636997,4.007885299
874,4.531452267,4.648468494,4.001973272
875,4.054922484,4.661302567,4
876,4.114589028,4.273736954,4.001973272
877,4.239431475,4.695514202,4.007885299
878,4.963302181,4.384391308,4.017712749
879,3.79842707,4.579280853,4.031416839
880,4.088433036,4.45056963,4.048943484
881,4.221065305,4.464998722,4.070223514
882,3.398621166,4.496782303,4.095172948
883,4.263393768,4.720714569,4.12369332
884,4.539091939,4.39428091,4.155672074
885,4.883557371,4.458612442,4.190983006
886,5.482128098,4.491972923,4.229486757
887,3.962374062,4.325697899,4.271031373
888,5.59136167,4.503127098,4.315452894
889,3.954887418,4.581584454,4.36257601
890,4.307825835,4.692972183,4.412214748
891,5.034034097,4.916818619,4.464173205
892,4.220728802,4.42917347,4.518246326
893,4.791797347,4.961084843,4.574220708
894,4.269641536,4.427495956,4.631875447
895,4.253112946,4.515094757,4.690983006
896,4.97466789,4.745901108,4.751310113
897,4.888291585,4.491887569,4.812618685
898,4.952727472,4.66192627,4.874666766
899,5.275113955,4.504794121,4.93720948
900,5.182829333,4.500394821,5
901,6.174799233,4.724727631,5.06279052
902,5.864893276,4.69459486,5.125333234
903,5.394996055,4.716994762,5.187381315
904,5.751056056,4.835562229,5.248689887
905,4.170751397,4.800570488,5.309016994
906,5.03862117,5.209547043,5.368124553
907,5.096366338,5.075449467,5.425779292
908,5.19756662,4.882175446,5.481753674
909,6.029477843,5.027298927,5.535826795
910,6.241964143,4.479032516,5.587785252
911,6.097273188,4.747553349,5.63742399
912,7.065697567,4.768531799,5.684547106
913,4.942255071,4.806106567,5.728968627
914,6.32729062,5.146201134,5.770513243
915,4.975988336,5.239026546,5.809016994
916,5.129313264,5.175667286,5.844327926
917,5.206407794,5.600450516,5.87630668
918,6.116743971,4.71332407,5.904827052
919,6.684273092,5.276614189,5.929776486
920,5.588622035,4.725193977,5.951056516
921,5.200079621,4.780652523,5.968583161
922,5.550249988,4.809433937,5.982287251
923,5.684985216,5.184157372,5.992114701
924,5.812606634,5.434342384,5.998026728
925,5.429796146,4.959963799,6
926,5.837032655,4.807051182,5.998026728
927,6.22251715,4.944320202,5.992114701
928,5.414162569,4.999704361,5.982287251
929,5.928662975,5.053242683,5.968583161
930,5.77357077,4.895940304,5.951056516
931,5.096862489,5.063596249,5.929776486
932,6.939655524,5.230481625,5.904827052
933,5.394483426,4.889742851,5.87630668
934,6.44637674,5.1027174,5.844327926
935,5.717859152,5.036762238,5.809016994
936,5.792858624,4.768711567,5.770513243
937,5.040634029,5.546112537,5.728968627
938,5.574713259,4.881975174,5.684547106
939,5.28492723,5.329226494,5.63742399
940,5.645642582,5.013401031,5.587785252
941,6.368885458,5.044897079,5.535826795
942,4.887385654,4.748279095,5.481753674
943,5.7009862,4.954280376,5.425779292
944,5.822078017,4.839332104,5.368124553
945,6.065214383,4.983402252,5.309016994
946,5.210645545,5.294975758,5.248689887
947,4.801751963,4.694283485,5.187381315
948,6.200374656,5.006360054,5.125333234
949,4.993093517,5.057255745,5.06279052
950,5.541172876,5.161711216,5
951,5.0437926,4.811034679,4.93720948
952,4.182957942,4.66524744,4.874666766
953,5.4331292,5.220759392,4.812618685
954,5.234980776,4.731258869,4.751310113
955,5.725884015,4.940634727,4.690983006
956,4.95950783,4.749415874,4.631875447
957,5.499885284,4.482139587,4.574220708
958,4.86657067,4.897259712,4.518246326
959,3.75956712,4.82024765,4.464173205
960,5.38998191,5.01675415,4.412214748
961,5.204770213,4.719378471,4.36257601
962,4.234325795,4.923953056,4.315452894
963,4.295813842,4.687151432,4.271031373
964,4.493801111,4.386576176,4.229486757
965,4.978680183,4.880202293,4.190983006
966,3.370603334,4.808817387,4.155672074
967,4.912121763,4.49544239,4.12369332
968,4.862278988,4.511834145,4.095172948
969,4.009607966,4.568021297,4.070223514
970,3.881652654,4.726146221,4.048943484
971,4.252442899,4.321784973,4.031416839
972,4.533659434,4.702825546,4.017712749
973,3.972139159,4.685686588,4.007885299
974,4.800342727,4.439943314,4.001973272
975,4.730269362,4.411510468,4
976,3.754293058,4.500219822,4.001973272
977,4.141027184,4.579944611,4.007885299
978,3.806944409,4.43137455,4.017712749
979,3.262777917,4.664777756,4.031416839
980,4.772513441,4.641658306,4.048943484
981,4.795642991,4.385547638,4.070223514
982,4.975896624,4.471552849,4.095172948
983,4.209142852,4.395995617,4.12369332
984,5.177050127,4.307846069,4.155672074
985,4.318967232,4.655526638,4.190983006
986,4.193193955,4.663206577,4.229486757
987,4.123946515,4.725161552,4.271031373
988,4.440917932,4.488873959,4.315452894
989,2.770277964,4.798406124,4.36257601
990,3.867482665,4.518137455,4.412214748
991,4.960620862,4.484763145,4.464173205
992,4.756541743,4.467305183,4.518246326
993,4.317407226,4.552512169,4.574220708
994,4.715641701,4.266834259,4.631875447
995,4.391863316,4.408504486,4.690983006
996,4.861414323,4.719772339,4.751310113
997,4.638196514,4.650257587,4.812618685
998,3.913347564,4.517710686,4.874666766
999,3.855064133,4.636905193,4.93720948
